function, G, width, depth, run, loss, mse, l2
f1, 5, 64, 3, 5, 1.4625110452470835e-05, 0.00014770224515814334, 0.03706924244761467
f1, 5, 2, 4, 1, 0.08025699853897095, 0.10834421962499619, 0.9094178676605225
f1, 5, 2, 4, 2, 0.024746159091591835, 0.03559393435716629, 0.5431903004646301
f1, 5, 2, 4, 3, 0.04462370648980141, 0.06174585223197937, 0.6925240159034729
f1, 5, 2, 4, 4, 0.015110590495169163, 0.018214073032140732, 0.3777974247932434
f1, 5, 2, 4, 5, 0.007851512171328068, 0.008561037480831146, 0.27376627922058105
f1, 5, 4, 4, 1, 0.0017869583098217845, 0.0022108214907348156, 0.15217363834381104
f1, 5, 4, 4, 2, 0.002813480794429779, 0.0030017795506864786, 0.16982415318489075
f1, 5, 4, 4, 3, 0.0018790680915117264, 0.0020192209631204605, 0.14147761464118958
f1, 5, 4, 4, 4, 0.0011278976453468204, 0.0015196833992376924, 0.10950114578008652
f1, 5, 4, 4, 5, 0.005149502772837877, 0.00860579963773489, 0.2660805583000183
f1, 5, 8, 4, 1, 0.001269291271455586, 0.002947145840153098, 0.15765151381492615
f1, 5, 8, 4, 2, 0.0006651659496128559, 0.0014543054858222604, 0.12031756341457367
f1, 5, 8, 4, 3, 0.0007003747741691768, 0.0021205120719969273, 0.13515238463878632
f1, 5, 8, 4, 4, 0.00041436246829107404, 0.0007956403424032032, 0.0854106992483139
f1, 5, 8, 4, 5, 0.0004105097323190421, 0.0011775507591664791, 0.09528026729822159
f1, 5, 16, 4, 1, 5.070061524747871e-05, 0.0005786304245702922, 0.07812285423278809
f1, 5, 16, 4, 2, 5.4554493544856086e-05, 0.0012539415620267391, 0.10096985101699829
f1, 5, 16, 4, 3, 0.0001324511831626296, 0.0011722638737410307, 0.0949062779545784
f1, 5, 16, 4, 4, 8.956113742897287e-05, 0.0014003582764416933, 0.11441350728273392
f1, 5, 16, 4, 5, 8.70009243953973e-05, 0.0011866263812407851, 0.09622851014137268
f1, 5, 32, 4, 1, 2.797095658024773e-05, 0.0019475894514471292, 0.1355067789554596
f1, 5, 32, 4, 2, 7.180314423749223e-05, 0.002289223950356245, 0.15135444700717926
f1, 5, 32, 4, 3, 2.3083250198396854e-05, 0.0014371901052072644, 0.11703614890575409
f1, 5, 32, 4, 4, 4.327519491198473e-05, 0.0017823893576860428, 0.13160404562950134
f1, 5, 32, 4, 5, 2.8020098397973925e-05, 0.002770364284515381, 0.1586759090423584
f1, 5, 64, 4, 1, 0.00014417996862903237, 0.0025294888764619827, 0.15700750052928925
f1, 5, 64, 4, 2, 0.00012607703683897853, 0.0017227003118023276, 0.13082030415534973
f1, 5, 64, 4, 3, 6.994663999648765e-05, 0.004046285524964333, 0.19213217496871948
f1, 5, 64, 4, 4, 5.239944584900513e-05, 0.002094134921208024, 0.14137765765190125
f1, 5, 64, 4, 5, 0.00033768865978345275, 0.002074561081826687, 0.13101211190223694
f1, 10, 2, 1, 1, 0.016928570345044136, 0.019234133884310722, 0.4046643376350403
f1, 10, 2, 1, 2, 0.04303581267595291, 0.04661959782242775, 0.6417466998100281
f1, 10, 2, 1, 3, 0.013325679115951061, 0.014356357976794243, 0.35697779059410095
f1, 10, 2, 1, 4, 0.02119777910411358, 0.024271564558148384, 0.4596184492111206
f1, 10, 2, 1, 5, 0.04023236408829689, 0.0447143092751503, 0.6158897876739502
f1, 10, 4, 1, 1, 0.007433609571307898, 0.00892625842243433, 0.27133968472480774
f1, 10, 4, 1, 2, 0.0026032309979200363, 0.0026283101178705692, 0.15319418907165527
f1, 10, 4, 1, 3, 0.010284708812832832, 0.011943062767386436, 0.325434148311615
f1, 10, 4, 1, 4, 0.002209198195487261, 0.0023015220649540424, 0.1478838324546814
f1, 10, 4, 1, 5, 0.007666407153010368, 0.009914727881550789, 0.2804012894630432
f1, 10, 8, 1, 1, 0.0038995621725916862, 0.004191487096250057, 0.20333507657051086
f1, 10, 8, 1, 2, 0.0008934770012274384, 0.0010325588518753648, 0.09613055735826492
f1, 10, 8, 1, 3, 0.0018373698694631457, 0.002304642228409648, 0.1387658566236496
f1, 10, 8, 1, 4, 0.005127143580466509, 0.005764036905020475, 0.23573291301727295
f1, 10, 8, 1, 5, 0.002582936780527234, 0.0033435418736189604, 0.16529150307178497
f1, 10, 16, 1, 1, 0.0009582638158462942, 0.001394382445141673, 0.1085926741361618
f1, 10, 16, 1, 2, 0.0007280416903086007, 0.001013624481856823, 0.09353609383106232
f1, 10, 16, 1, 3, 0.0005500445840880275, 0.0007822316256351769, 0.0811840295791626
f1, 10, 16, 1, 4, 0.0011767522664740682, 0.0015641514910385013, 0.1197395771741867
f1, 10, 16, 1, 5, 0.000818522647023201, 0.0010877870954573154, 0.09898435324430466
f1, 10, 32, 1, 1, 0.00038373187999241054, 0.0006580713670700788, 0.07743580639362335
f1, 10, 32, 1, 2, 0.00017838050553109497, 0.0003062155738007277, 0.05271865800023079
f1, 10, 32, 1, 3, 0.00029205670580267906, 0.000561898632440716, 0.06884641945362091
f1, 10, 32, 1, 4, 0.00030297867488116026, 0.000583641289267689, 0.07206368446350098
f1, 10, 32, 1, 5, 0.0005825460539199412, 0.001348140649497509, 0.10311584174633026
f1, 10, 64, 1, 1, 0.00019836626597680151, 0.0005394923500716686, 0.07606317102909088
f1, 10, 64, 1, 2, 0.0002548620686866343, 0.0007978389039635658, 0.08531927317380905
f1, 10, 64, 1, 3, 0.0001453103614039719, 0.0004286668263375759, 0.061198554933071136
f1, 10, 64, 1, 4, 0.0003233455354347825, 0.001066187396645546, 0.09434036910533905
f1, 10, 64, 1, 5, 0.0002744689118117094, 0.0007846068474464118, 0.08633404225111008
f1, 10, 2, 2, 1, 0.0557095967233181, 0.07230272889137268, 0.7612853050231934
f1, 10, 2, 2, 2, 0.06261355429887772, 0.0798674002289772, 0.8203384876251221
f1, 10, 2, 2, 3, 0.059966329485177994, 0.08477266132831573, 0.8191965818405151
f1, 10, 2, 2, 4, 0.029604526236653328, 0.03642855957150459, 0.5478034019470215
f1, 10, 2, 2, 5, 0.08402454107999802, 0.10992634296417236, 0.944260835647583
f1, 10, 4, 2, 1, 0.056913770735263824, 0.09699647128582001, 0.876906156539917
f1, 10, 4, 2, 2, 0.044764194637537, 0.0696219652891159, 0.7689266800880432
f1, 10, 4, 2, 3, 0.06227675825357437, 0.10238931328058243, 0.920024573802948
f1, 10, 4, 2, 4, 0.02868250012397766, 0.04739965870976448, 0.6488232612609863
f1, 10, 4, 2, 5, 0.02765519544482231, 0.04338867962360382, 0.6062460541725159
f1, 10, 8, 2, 1, 0.013016163371503353, 0.0533694252371788, 0.6890227794647217
f1, 10, 8, 2, 2, 0.005627011880278587, 0.017032135277986526, 0.3791707158088684
f1, 10, 8, 2, 3, 0.011173006147146225, 0.035554107278585434, 0.5702517032623291
f1, 10, 8, 2, 4, 0.015309981070458889, 0.05460873246192932, 0.7017675638198853
f1, 10, 8, 2, 5, 0.0112002519890666, 0.046995390206575394, 0.6308070421218872
f1, 10, 16, 2, 1, 0.0005351617000997066, 0.03846835717558861, 0.5904840230941772
f1, 10, 16, 2, 2, 0.00042824746924452484, 0.036262258887290955, 0.5973731279373169
f1, 10, 16, 2, 3, 0.0004726999904960394, 0.06179511174559593, 0.7449881434440613
f1, 10, 16, 2, 4, 0.00051087950123474, 0.0660494863986969, 0.7547966837882996
f1, 10, 16, 2, 5, 0.0005234684213064611, 0.044751595705747604, 0.6288678646087646
f1, 10, 32, 2, 1, 8.852740393194836e-06, 0.04342607781291008, 0.6449694037437439
f1, 10, 32, 2, 2, 4.120534867979586e-06, 0.04669856280088425, 0.653876543045044
f1, 10, 32, 2, 3, 5.9163339756196365e-06, 0.0612061470746994, 0.7065087556838989
f1, 10, 32, 2, 4, 2.886791435230407e-06, 0.05976630002260208, 0.7398428916931152
f1, 10, 32, 2, 5, 2.0897261947538937e-06, 0.0727870911359787, 0.7631434798240662
f1, 10, 64, 2, 1, 4.3694737541954964e-05, 0.053558483719825745, 0.7058438658714294
f1, 10, 64, 2, 2, 2.3521719413110986e-05, 0.05234052240848541, 0.6955744028091431
f1, 10, 64, 2, 3, 2.4505068722646683e-05, 0.060735322535037994, 0.739138662815094
f1, 10, 64, 2, 4, 7.278666453203186e-05, 0.05901838839054108, 0.7725166082382202
f1, 10, 64, 2, 5, 5.97034340898972e-06, 0.06462284177541733, 0.7551208138465881
f1, 10, 2, 3, 1, 0.07964533567428589, 0.11605476588010788, 0.9607898592948914
f1, 10, 2, 3, 2, 0.09706662595272064, 0.13108740746974945, 1.0281355381011963
f1, 10, 2, 3, 3, 0.09269304573535919, 0.12943658232688904, 1.0318803787231445
f1, 10, 2, 3, 4, 0.0767863541841507, 0.10322581231594086, 0.899246096611023
f1, 10, 2, 3, 5, 0.08651351183652878, 0.12328484654426575, 0.9976019859313965
f1, 10, 4, 3, 1, 0.06743969768285751, 0.1535620093345642, 1.1466408967971802
f1, 10, 4, 3, 2, 0.06427265703678131, 0.14134827256202698, 1.1144077777862549
f1, 10, 4, 3, 3, 0.06939474493265152, 0.1594441533088684, 1.1189250946044922
f1, 10, 4, 3, 4, 0.06209717318415642, 0.154729425907135, 1.1241363286972046
f1, 10, 4, 3, 5, 0.06735379248857498, 0.1667051613330841, 1.1586226224899292
f1, 10, 8, 3, 1, 0.013947268016636372, 0.25498297810554504, 1.5151965618133545
f1, 10, 8, 3, 2, 0.013591581955552101, 0.2385113537311554, 1.4447740316390991
f1, 10, 8, 3, 3, 0.014826809987425804, 0.265074759721756, 1.4438787698745728
f1, 10, 8, 3, 4, 0.0168873593211174, 0.2712182402610779, 1.4933691024780273
f1, 10, 8, 3, 5, 0.013525591231882572, 0.26480743288993835, 1.5047504901885986
f1, 10, 16, 3, 1, 7.565459964098409e-05, 0.21886895596981049, 1.3777709007263184
f1, 10, 16, 3, 2, 7.912942965049297e-05, 0.2076975256204605, 1.3426897525787354
f1, 10, 16, 3, 3, 7.856887532398105e-05, 0.2610786259174347, 1.4479633569717407
f1, 10, 16, 3, 4, 0.0001637311070226133, 0.24760231375694275, 1.4662907123565674
f1, 10, 16, 3, 5, 0.00019634346244856715, 0.23483537137508392, 1.451522946357727
f1, 10, 32, 3, 1, 7.07921790308319e-05, 0.19759182631969452, 1.2907555103302002
f1, 10, 32, 3, 2, 6.1022841691737995e-05, 0.1587195098400116, 1.1984769105911255
f1, 10, 32, 3, 3, 7.291049405466765e-05, 0.20220863819122314, 1.310328722000122
f1, 10, 32, 3, 4, 0.00013880571350455284, 0.24519717693328857, 1.4092293977737427
f1, 10, 32, 3, 5, 6.248928548302501e-05, 0.2063855081796646, 1.3716241121292114
f1, 10, 64, 3, 1, 0.00012567797966767102, 0.1612280309200287, 1.1881630420684814
f1, 10, 64, 3, 2, 0.00010418713645776734, 0.16000287234783173, 1.202447772026062
f1, 10, 64, 3, 3, 0.00015060168516356498, 0.1984654814004898, 1.2810454368591309
f1, 10, 64, 3, 4, 8.110050112009048e-05, 0.1798587590456009, 1.254736304283142
f1, 10, 64, 3, 5, 8.162097947206348e-05, 0.1783464252948761, 1.2393550872802734
f1, 10, 2, 4, 1, 0.0860266163945198, 0.13162414729595184, 1.021986961364746
f1, 10, 2, 4, 2, 0.09759551286697388, 0.1393553763628006, 1.047700047492981
f1, 10, 2, 4, 3, 0.09311364591121674, 0.13658978044986725, 1.0493565797805786
f1, 10, 2, 4, 4, 0.08677982538938522, 0.12413189560174942, 0.9898795485496521
f1, 10, 2, 4, 5, 0.09139858186244965, 0.13135552406311035, 1.031669020652771
f1, 10, 4, 4, 1, 0.06481961160898209, 0.18009130656719208, 1.2259352207183838
f1, 10, 4, 4, 2, 0.05926012620329857, 0.171659916639328, 1.231641411781311
f1, 10, 4, 4, 3, 0.06548448652029037, 0.1732172816991806, 1.1893397569656372
f1, 10, 4, 4, 4, 0.06344862282276154, 0.18639233708381653, 1.2157728672027588
f1, 10, 4, 4, 5, 0.06177418678998947, 0.1934508979320526, 1.2322783470153809
f1, 10, 8, 4, 1, 0.010489596985280514, 0.3180221617221832, 1.6087512969970703
f1, 10, 8, 4, 2, 0.007490646559745073, 0.3000538945198059, 1.6274116039276123
f1, 10, 8, 4, 3, 0.011146356351673603, 0.2923983037471771, 1.590182900428772
f1, 10, 8, 4, 4, 0.01011301763355732, 0.3003498315811157, 1.6258044242858887
f1, 10, 8, 4, 5, 0.009255518205463886, 0.31485021114349365, 1.6526165008544922
f1, 10, 16, 4, 1, 0.00032344841747544706, 0.25145819783210754, 1.4711772203445435
f1, 10, 16, 4, 2, 0.00018581334734335542, 0.247470423579216, 1.4073073863983154
f1, 10, 16, 4, 3, 0.00024596659932285547, 0.25525587797164917, 1.4661921262741089
f1, 10, 16, 4, 4, 0.00018305695266462862, 0.2559700906276703, 1.493280053138733
f1, 10, 16, 4, 5, 0.0002207778743468225, 0.29934069514274597, 1.560675024986267
f1, 10, 32, 4, 1, 0.0001288602506974712, 0.2511056065559387, 1.415765404701233
f1, 10, 32, 4, 2, 8.568225166527554e-05, 0.2125619351863861, 1.3298606872558594
f1, 10, 32, 4, 3, 0.0001168710005003959, 0.24903224408626556, 1.4430794715881348
f1, 10, 32, 4, 4, 0.00013653979112859815, 0.27126649022102356, 1.4953049421310425
f1, 10, 32, 4, 5, 9.87122330116108e-05, 0.2855762839317322, 1.4890235662460327
f1, 10, 64, 4, 1, 2.4487262635375373e-05, 0.1152883842587471, 0.9818847179412842
f1, 10, 64, 4, 2, 4.193983841105364e-05, 0.14341546595096588, 1.1114506721496582
f1, 10, 64, 4, 3, 0.00010510522406548262, 0.19581998884677887, 1.291408658027649
f1, 10, 64, 4, 4, 3.824004306807183e-05, 0.12141777575016022, 1.0134729146957397
f1, 10, 64, 4, 5, 6.170402775751427e-05, 0.18243354558944702, 1.2225464582443237
f1, 20, 2, 1, 1, 0.0733162984251976, 0.10246378183364868, 0.8915104269981384
f1, 20, 2, 1, 2, 0.0744120329618454, 0.09802480787038803, 0.873778223991394
f1, 20, 2, 1, 3, 0.07137912511825562, 0.08091499656438828, 0.8558370471000671
f1, 20, 2, 1, 4, 0.09561257809400558, 0.13110414147377014, 0.9996556639671326
f1, 20, 2, 1, 5, 0.09848961234092712, 0.129120871424675, 1.020074486732483
f1, 20, 4, 1, 1, 0.05802181735634804, 0.09232757985591888, 0.84181147813797
f1, 20, 4, 1, 2, 0.04733121022582054, 0.07103445380926132, 0.7516142725944519
f1, 20, 4, 1, 3, 0.02177952602505684, 0.030692439526319504, 0.5043451189994812
f1, 20, 4, 1, 4, 0.04264611378312111, 0.06459669023752213, 0.7349435687065125
f1, 20, 4, 1, 5, 0.03329688683152199, 0.04667893797159195, 0.6465371251106262
f1, 20, 8, 1, 1, 0.014313435181975365, 0.02519829571247101, 0.4650394320487976
f1, 20, 8, 1, 2, 0.016014965251088142, 0.02533711865544319, 0.48813432455062866
f1, 20, 8, 1, 3, 0.020210057497024536, 0.037292204797267914, 0.5684518218040466
f1, 20, 8, 1, 4, 0.017092756927013397, 0.032660942524671555, 0.5109770894050598
f1, 20, 8, 1, 5, 0.016381310299038887, 0.02688932977616787, 0.49415332078933716
f1, 20, 16, 1, 1, 0.013775617815554142, 0.050372544676065445, 0.6493868231773376
f1, 20, 16, 1, 2, 0.007471459452062845, 0.02386409603059292, 0.45531097054481506
f1, 20, 16, 1, 3, 0.01229188684374094, 0.04329643398523331, 0.6071346998214722
f1, 20, 16, 1, 4, 0.011338388547301292, 0.04030201584100723, 0.5972476005554199
f1, 20, 16, 1, 5, 0.00924278236925602, 0.02966887317597866, 0.5096049308776855
f1, 20, 32, 1, 1, 0.0022946472745388746, 0.02492876723408699, 0.46180346608161926
f1, 20, 32, 1, 2, 0.003138139611110091, 0.03087770752608776, 0.5502857565879822
f1, 20, 32, 1, 3, 0.0025333224330097437, 0.02816799096763134, 0.5007233619689941
f1, 20, 32, 1, 4, 0.0030348135624080896, 0.03005814738571644, 0.5142667293548584
f1, 20, 32, 1, 5, 0.0015929813962429762, 0.01682727038860321, 0.37331077456474304
f1, 20, 64, 1, 1, 0.00016084732487797737, 0.04780055955052376, 0.6662622690200806
f1, 20, 64, 1, 2, 0.0002017410151893273, 0.039986755698919296, 0.6106399297714233
f1, 20, 64, 1, 3, 0.0001198525569634512, 0.03756720572710037, 0.5701810121536255
f1, 20, 64, 1, 4, 0.0001572487090015784, 0.045612238347530365, 0.6325685977935791
f1, 20, 64, 1, 5, 0.00022080553753767163, 0.05761617422103882, 0.7316349744796753
f1, 20, 2, 2, 1, 0.09404733031988144, 0.14055663347244263, 1.0633976459503174
f1, 20, 2, 2, 2, 0.09384652227163315, 0.13805782794952393, 1.0566259622573853
f1, 20, 2, 2, 3, 0.09176939725875854, 0.14012029767036438, 1.063604712486267
f1, 20, 2, 2, 4, 0.09557969868183136, 0.14064013957977295, 1.061476230621338
f1, 20, 2, 2, 5, 0.09662371128797531, 0.14159497618675232, 1.0670323371887207
f1, 20, 4, 2, 1, 0.06489435583353043, 0.18766158819198608, 1.2100374698638916
f1, 20, 4, 2, 2, 0.06576916575431824, 0.18154561519622803, 1.2325992584228516
f1, 20, 4, 2, 3, 0.06549011170864105, 0.16621868312358856, 1.2006717920303345
f1, 20, 4, 2, 4, 0.0659664124250412, 0.1759699136018753, 1.2029281854629517
f1, 20, 4, 2, 5, 0.06597314029932022, 0.17531512677669525, 1.206518530845642
f1, 20, 8, 2, 1, 0.01353972777724266, 0.31924140453338623, 1.6429007053375244
f1, 20, 8, 2, 2, 0.01280241459608078, 0.35231471061706543, 1.6886615753173828
f1, 20, 8, 2, 3, 0.01159632671624422, 0.30904048681259155, 1.6270687580108643
f1, 20, 8, 2, 4, 0.012693825177848339, 0.3134623169898987, 1.6616986989974976
f1, 20, 8, 2, 5, 0.013813438825309277, 0.30665358901023865, 1.6874445676803589
f1, 20, 16, 2, 1, 4.093667303095572e-05, 0.34295064210891724, 1.6398779153823853
f1, 20, 16, 2, 2, 2.709724140004255e-05, 0.30490657687187195, 1.666346549987793
f1, 20, 16, 2, 3, 3.89854540117085e-05, 0.30096375942230225, 1.6110824346542358
f1, 20, 16, 2, 4, 3.8381323975045234e-05, 0.3041125535964966, 1.6397805213928223
f1, 20, 16, 2, 5, 3.7725974834756926e-05, 0.2841120660305023, 1.592437982559204
f1, 20, 32, 2, 1, 4.427164822118357e-05, 0.3203594982624054, 1.6242755651474
f1, 20, 32, 2, 2, 4.074394018971361e-05, 0.32661211490631104, 1.690123438835144
f1, 20, 32, 2, 3, 3.313694833195768e-05, 0.3134414553642273, 1.660677194595337
f1, 20, 32, 2, 4, 3.720888344105333e-05, 0.3186259865760803, 1.6606425046920776
f1, 20, 32, 2, 5, 3.5862321965396404e-05, 0.3104172945022583, 1.6185206174850464
f1, 20, 64, 2, 1, 7.224117871373892e-05, 0.2985798418521881, 1.585173487663269
f1, 20, 64, 2, 2, 5.4916479712119326e-05, 0.3221663236618042, 1.682977318763733
f1, 20, 64, 2, 3, 6.967115768929943e-05, 0.29443684220314026, 1.5938760042190552
f1, 20, 64, 2, 4, 0.00011504595750011504, 0.306490957736969, 1.6341058015823364
f1, 20, 64, 2, 5, 6.641941581619903e-05, 0.31007733941078186, 1.6958569288253784
f1, 20, 2, 3, 1, 0.09028539806604385, 0.15146386623382568, 1.0958325862884521
