function, G, width, depth, run, loss, mse, l2
f1, 5, 4, 3, 5, 0.00969401653856039, 0.030854782089591026, 0.450893759727478
f1, 5, 8, 3, 1, 0.0008555175736546516, 0.04133171960711479, 0.4265735447406769
f1, 5, 8, 3, 2, 0.0010125802364200354, 0.0452851876616478, 0.48944878578186035
f1, 5, 8, 3, 3, 0.00042207352817058563, 0.008701381273567677, 0.2151651829481125
f1, 5, 8, 3, 4, 0.0007899170741438866, 0.023926589637994766, 0.36137014627456665
f1, 5, 8, 3, 5, 0.0011187121272087097, 0.040766287595033646, 0.46478283405303955
f1, 5, 16, 3, 1, 2.5155597541015595e-05, 0.025803904980421066, 0.3775061368942261
f1, 5, 16, 3, 2, 2.6978350433637388e-05, 0.023892302066087723, 0.32284730672836304
f1, 5, 16, 3, 3, 1.8791166439768858e-05, 0.019565753638744354, 0.2951788902282715
f1, 5, 16, 3, 4, 3.3268566767219454e-05, 0.02809242531657219, 0.378913938999176
f1, 5, 16, 3, 5, 4.0518549212720245e-05, 0.038586389273405075, 0.3987107276916504
f1, 5, 32, 3, 1, 1.8556147551862523e-05, 0.0325634703040123, 0.34799468517303467
f1, 5, 32, 3, 2, 1.4175295291352086e-05, 0.030436359345912933, 0.3487393856048584
f1, 5, 32, 3, 3, 8.753886504564434e-06, 0.03663022816181183, 0.388105183839798
f1, 5, 32, 3, 4, 2.5840439775492996e-05, 0.030817462131381035, 0.3673456609249115
f1, 5, 32, 3, 5, 1.984363370866049e-05, 0.031034793704748154, 0.35844388604164124
f1, 5, 64, 3, 1, 8.231857464124914e-06, 0.028361298143863678, 0.3414950966835022
f1, 5, 64, 3, 2, 1.762700230756309e-05, 0.027556736022233963, 0.3437211513519287
f1, 5, 64, 3, 3, 1.7238452301171492e-06, 0.022958748042583466, 0.31280726194381714
f1, 5, 64, 3, 4, 1.4137616744847037e-05, 0.025917526334524155, 0.3506716787815094
f1, 5, 64, 3, 5, 2.6302739570382982e-05, 0.03488609194755554, 0.36897194385528564
f1, 5, 2, 4, 1, 0.07004380971193314, 0.12164341658353806, 0.9404007792472839
f1, 5, 2, 4, 2, 0.05100354179739952, 0.09535348415374756, 0.8101155161857605
f1, 5, 2, 4, 3, 0.05971724912524223, 0.10274293273687363, 0.8705300688743591
f1, 5, 2, 4, 4, 0.06466678529977798, 0.10395671427249908, 0.8704136610031128
f1, 5, 2, 4, 5, 0.053109124302864075, 0.08410244435071945, 0.7775213718414307
f1, 5, 4, 4, 1, 0.04074287787079811, 0.12989312410354614, 0.9475600123405457
f1, 5, 4, 4, 2, 0.03797537460923195, 0.10476388782262802, 0.8832129836082458
f1, 5, 4, 4, 3, 0.022777309641242027, 0.08038641512393951, 0.7371111512184143
f1, 5, 4, 4, 4, 0.03894054517149925, 0.12911160290241241, 0.9365158081054688
f1, 5, 4, 4, 5, 0.0415889136493206, 0.10332640260457993, 0.9028584957122803
f1, 5, 8, 4, 1, 0.004910982679575682, 0.12129439413547516, 0.8885816335678101
f1, 5, 8, 4, 2, 0.004396582022309303, 0.11999563872814178, 0.8721548318862915
f1, 5, 8, 4, 3, 0.0066336700692772865, 0.12376301735639572, 0.9133182168006897
f1, 5, 8, 4, 4, 0.005218986887484789, 0.13770334422588348, 0.9279158115386963
f1, 5, 8, 4, 5, 0.004718623589724302, 0.12205319851636887, 0.902886688709259
f1, 5, 16, 4, 1, 0.00021410529734566808, 0.06566803902387619, 0.6219667792320251
f1, 5, 16, 4, 2, 5.081804920337163e-05, 0.07589542865753174, 0.6569081544876099
f1, 5, 16, 4, 3, 4.1430892451899126e-05, 0.08068417012691498, 0.6878363490104675
f1, 5, 16, 4, 4, 5.3798612498212606e-05, 0.09640924632549286, 0.7128430008888245
f1, 5, 16, 4, 5, 6.083907646825537e-05, 0.11080069839954376, 0.7487195134162903
f1, 5, 32, 4, 1, 1.4057741282158531e-05, 0.0764620378613472, 0.6156324148178101
f1, 5, 32, 4, 2, 2.066659726551734e-05, 0.07225248962640762, 0.6121118664741516
f1, 5, 32, 4, 3, 1.5781097317812964e-05, 0.07145661860704422, 0.5991193056106567
f1, 5, 32, 4, 4, 1.442376924387645e-05, 0.07357783615589142, 0.6359210014343262
f1, 5, 32, 4, 5, 1.7720118194120005e-05, 0.07359462231397629, 0.6180610060691833
f1, 5, 64, 4, 1, 1.8392129277344793e-06, 0.021382100880146027, 0.3296617865562439
f1, 5, 64, 4, 2, 1.2326110663707368e-05, 0.04278752952814102, 0.4989820420742035
f1, 5, 64, 4, 3, 8.936059202824254e-06, 0.054622724652290344, 0.5508744716644287
f1, 5, 64, 4, 4, 1.9306135072838515e-05, 0.04573678597807884, 0.5009527206420898
f1, 5, 64, 4, 5, 1.6945554307312705e-05, 0.044396042823791504, 0.5063616037368774
f1, 10, 2, 1, 1, 0.014510207809507847, 0.019611166790127754, 0.3918214440345764
f1, 10, 2, 1, 2, 0.049059636890888214, 0.06696808338165283, 0.6989881992340088
f1, 10, 2, 1, 3, 0.024120843037962914, 0.04010608047246933, 0.5110118389129639
f1, 10, 2, 1, 4, 0.023630416020751, 0.03231041133403778, 0.4796028435230255
f1, 10, 2, 1, 5, 0.0095811253413558, 0.01528441347181797, 0.3140290081501007
f1, 10, 4, 1, 1, 0.01378564815968275, 0.019196556881070137, 0.3853316307067871
f1, 10, 4, 1, 2, 4.7376812290167436e-05, 0.0032569747418165207, 0.08264866471290588
f1, 10, 4, 1, 3, 0.01105782575905323, 0.019720250740647316, 0.35916292667388916
f1, 10, 4, 1, 4, 0.008344970643520355, 0.013999629765748978, 0.30439406633377075
f1, 10, 4, 1, 5, 0.009120665490627289, 0.021095460280776024, 0.3317660391330719
f1, 10, 8, 1, 1, 9.098013106267899e-05, 0.00293690781109035, 0.06469135731458664
f1, 10, 8, 1, 2, 3.789781840168871e-05, 0.0015503258910030127, 0.04198311269283295
f1, 10, 8, 1, 3, 7.743987225694582e-05, 0.0171826109290123, 0.07817503809928894
f1, 10, 8, 1, 4, 4.3236257624812424e-05, 0.0022816923446953297, 0.045970141887664795
f1, 10, 8, 1, 5, 0.00023326404334511608, 0.002531226258724928, 0.06724852323532104
f1, 10, 16, 1, 1, 4.2398329242132604e-05, 0.004087660927325487, 0.05052388086915016
f1, 10, 16, 1, 2, 4.879523839917965e-05, 0.00320441578514874, 0.052593402564525604
f1, 10, 16, 1, 3, 4.212212661514059e-05, 0.0010617912048473954, 0.04768488183617592
f1, 10, 16, 1, 4, 4.796943176188506e-05, 0.002425785642117262, 0.04696006700396538
f1, 10, 16, 1, 5, 2.2307393010123633e-05, 0.00274918251670897, 0.0415608175098896
f1, 10, 32, 1, 1, 2.6283269107807428e-05, 0.0021775306668132544, 0.06214706599712372
f1, 10, 32, 1, 2, 3.266671046731062e-05, 0.0020283241756260395, 0.05609924718737602
f1, 10, 32, 1, 3, 3.1488285458181053e-05, 0.0029067927971482277, 0.054336633533239365
f1, 10, 32, 1, 4, 1.8634580555954017e-05, 0.0017727474914863706, 0.05159526318311691
f1, 10, 32, 1, 5, 2.303742257936392e-05, 0.0016001751646399498, 0.08154161274433136
f1, 10, 64, 1, 1, 9.592876267561223e-06, 0.00184591393917799, 0.061315376311540604
f1, 10, 64, 1, 2, 7.749517681077123e-05, 0.002502592746168375, 0.07520624995231628
f1, 10, 64, 1, 3, 1.026633799483534e-05, 0.002474321750923991, 0.06776244938373566
f1, 10, 64, 1, 4, 1.4224045116861816e-05, 0.004179414361715317, 0.10946977138519287
f1, 10, 64, 1, 5, 1.290684213017812e-05, 0.003890756517648697, 0.08097267895936966
f1, 10, 2, 2, 1, 0.03128399699926376, 0.05787331238389015, 0.6290441155433655
f1, 10, 2, 2, 2, 0.08211168646812439, 0.12949684262275696, 0.9862332344055176
f1, 10, 2, 2, 3, 0.08634860813617706, 0.13130880892276764, 1.0118526220321655
f1, 10, 2, 2, 4, 0.02692500501871109, 0.056053634732961655, 0.5634403824806213
f1, 10, 2, 2, 5, 0.08832085132598877, 0.12399812042713165, 0.993318498134613
f1, 10, 4, 2, 1, 0.05567842721939087, 0.1292688399553299, 0.9932886958122253
f1, 10, 4, 2, 2, 0.04894621670246124, 0.11242949217557907, 0.9172602891921997
f1, 10, 4, 2, 3, 0.06827128678560257, 0.14180965721607208, 1.0726892948150635
f1, 10, 4, 2, 4, 0.04121654853224754, 0.08291766047477722, 0.8473377227783203
f1, 10, 4, 2, 5, 0.05567575618624687, 0.12252024561166763, 0.9786813855171204
f1, 10, 8, 2, 1, 0.01073203794658184, 0.10044007748365402, 0.8345982432365417
f1, 10, 8, 2, 2, 0.013378378003835678, 0.1090981513261795, 0.8875511884689331
f1, 10, 8, 2, 3, 0.013681218959391117, 0.11556299030780792, 0.9470905065536499
f1, 10, 8, 2, 4, 0.018384072929620743, 0.14084991812705994, 1.0386091470718384
f1, 10, 8, 2, 5, 0.01897244341671467, 0.1460464745759964, 1.0337767601013184
f1, 10, 16, 2, 1, 0.00013534493336919695, 0.14373867213726044, 0.9883919954299927
f1, 10, 16, 2, 2, 0.00010572894825600088, 0.16200347244739532, 1.0289260149002075
f1, 10, 16, 2, 3, 0.0001594322093296796, 0.17117372155189514, 1.117330551147461
f1, 10, 16, 2, 4, 8.916772640077397e-05, 0.1811850219964981, 1.1250054836273193
f1, 10, 16, 2, 5, 8.554646774427965e-05, 0.15814068913459778, 1.0715590715408325
f1, 10, 32, 2, 1, 7.142297363316175e-06, 0.09159406274557114, 0.7683223485946655
f1, 10, 32, 2, 2, 6.203314569575014e-06, 0.07869467884302139, 0.6981834173202515
f1, 10, 32, 2, 3, 7.98188557382673e-06, 0.08881068974733353, 0.747983992099762
f1, 10, 32, 2, 4, 1.542418794997502e-05, 0.10162932425737381, 0.8431918621063232
f1, 10, 32, 2, 5, 1.0658664905349724e-05, 0.09918040782213211, 0.8193517327308655
f1, 10, 64, 2, 1, 1.6943646187428385e-05, 0.06695086508989334, 0.6529451012611389
f1, 10, 64, 2, 2, 2.7346572096575983e-05, 0.06222587823867798, 0.65507972240448
f1, 10, 64, 2, 3, 1.403574879077496e-05, 0.06145096570253372, 0.6406801342964172
f1, 10, 64, 2, 4, 9.394176231580786e-06, 0.07936333864927292, 0.7256535291671753
f1, 10, 64, 2, 5, 2.568680611148011e-05, 0.0671679824590683, 0.656195878982544
f1, 10, 2, 3, 1, 0.08265109360218048, 0.1171216145157814, 0.9869979023933411
f1, 10, 2, 3, 2, 0.0921802967786789, 0.14453499019145966, 1.058275818824768
f1, 10, 2, 3, 3, 0.08771726489067078, 0.13589362800121307, 1.0210776329040527
f1, 10, 2, 3, 4, 0.06670510023832321, 0.10634825378656387, 0.9049211144447327
f1, 10, 2, 3, 5, 0.09036796540021896, 0.13304582238197327, 1.0530178546905518
f1, 10, 4, 3, 1, 0.06481765955686569, 0.17182494699954987, 1.1902620792388916
f1, 10, 4, 3, 2, 0.06354406476020813, 0.1718023121356964, 1.164600133895874
f1, 10, 4, 3, 3, 0.06922055035829544, 0.17702540755271912, 1.1805236339569092
f1, 10, 4, 3, 4, 0.06408507376909256, 0.17680040001869202, 1.19584059715271
f1, 10, 4, 3, 5, 0.06474795192480087, 0.1688883751630783, 1.1793755292892456
f1, 10, 8, 3, 1, 0.013845762237906456, 0.28366711735725403, 1.5489619970321655
f1, 10, 8, 3, 2, 0.014578711241483688, 0.2671629786491394, 1.4715518951416016
f1, 10, 8, 3, 3, 0.015947194769978523, 0.26021796464920044, 1.462061882019043
f1, 10, 8, 3, 4, 0.01237564254552126, 0.2723769247531891, 1.5238587856292725
f1, 10, 8, 3, 5, 0.013520361855626106, 0.3005066514015198, 1.5683118104934692
f1, 10, 16, 3, 1, 2.007244802371133e-05, 0.17682373523712158, 1.1513899564743042
f1, 10, 16, 3, 2, 5.195847188588232e-05, 0.19545550644397736, 1.2416948080062866
f1, 10, 16, 3, 3, 0.00017411689623259008, 0.23456747829914093, 1.3317548036575317
f1, 10, 16, 3, 4, 2.9007487682974897e-05, 0.20659075677394867, 1.270707130432129
f1, 10, 16, 3, 5, 0.00012004179006908089, 0.21680042147636414, 1.3607580661773682
f1, 10, 32, 3, 1, 1.3010941074753646e-05, 0.1653820127248764, 1.1246744394302368
f1, 10, 32, 3, 2, 1.986255665542558e-05, 0.15540963411331177, 1.1027545928955078
f1, 10, 32, 3, 3, 1.7177913832711056e-05, 0.14361944794654846, 1.0899133682250977
f1, 10, 32, 3, 4, 2.2259582692640834e-05, 0.17492623627185822, 1.164040446281433
f1, 10, 32, 3, 5, 2.113274604198523e-05, 0.17748171091079712, 1.1569610834121704
f1, 10, 64, 3, 1, 8.324224836542271e-06, 0.11222958564758301, 0.9291437268257141
f1, 10, 64, 3, 2, 7.163047939684475e-06, 0.10994061827659607, 0.9306341409683228
f1, 10, 64, 3, 3, 7.374904271273408e-06, 0.1222650483250618, 0.9432528018951416
f1, 10, 64, 3, 4, 7.574674327770481e-06, 0.11767928302288055, 0.9628487825393677
f1, 10, 64, 3, 5, 7.775154699629638e-06, 0.12204380333423615, 0.9661383032798767
f1, 10, 2, 4, 1, 0.08951728045940399, 0.13262248039245605, 1.037321925163269
f1, 10, 2, 4, 2, 0.09863650798797607, 0.1298445165157318, 0.9974861741065979
f1, 10, 2, 4, 3, 0.10052730143070221, 0.1254427582025528, 0.984860360622406
f1, 10, 2, 4, 4, 0.08434602618217468, 0.1271783411502838, 0.9978528022766113
f1, 10, 2, 4, 5, 0.10130249708890915, 0.12989218533039093, 1.0166242122650146
f1, 10, 4, 4, 1, 0.07105942070484161, 0.16065667569637299, 1.137453556060791
f1, 10, 4, 4, 2, 0.07139675319194794, 0.15891776978969574, 1.1336486339569092
f1, 10, 4, 4, 3, 0.07581741362810135, 0.16667300462722778, 1.1403120756149292
f1, 10, 4, 4, 4, 0.07104784995317459, 0.1696196049451828, 1.180398941040039
f1, 10, 4, 4, 5, 0.06833204627037048, 0.1670549511909485, 1.1766059398651123
f1, 10, 8, 4, 1, 0.020475124940276146, 0.22943489253520966, 1.35158371925354
f1, 10, 8, 4, 2, 0.023127222433686256, 0.21691392362117767, 1.3509807586669922
f1, 10, 8, 4, 3, 0.015938501805067062, 0.21293343603610992, 1.3476150035858154
f1, 10, 8, 4, 4, 0.01637188158929348, 0.21196459233760834, 1.3695727586746216
f1, 10, 8, 4, 5, 0.01602945476770401, 0.2300323247909546, 1.3707274198532104
f1, 10, 16, 4, 1, 3.4380303986836225e-05, 0.18398840725421906, 1.1987323760986328
f1, 10, 16, 4, 2, 3.139712498523295e-05, 0.19801606237888336, 1.2139203548431396
f1, 10, 16, 4, 3, 9.59468525252305e-05, 0.17678970098495483, 1.2397724390029907
f1, 10, 16, 4, 4, 2.9677765269298106e-05, 0.1950024515390396, 1.2461557388305664
f1, 10, 16, 4, 5, 9.852589573711157e-05, 0.1853868067264557, 1.2339527606964111
f1, 10, 32, 4, 1, 7.299985099962214e-06, 0.1371321678161621, 1.0648818016052246
f1, 10, 32, 4, 2, 1.0938050763797946e-05, 0.1613435298204422, 1.1200472116470337
f1, 10, 32, 4, 3, 5.585087365034269e-06, 0.11653158068656921, 0.9394170641899109
f1, 10, 32, 4, 4, 8.017171239771415e-06, 0.13848058879375458, 1.056829810142517
f1, 10, 32, 4, 5, 7.573262337245978e-06, 0.15517587959766388, 1.0680420398712158
f1, 10, 64, 4, 1, 1.6005445786504424e-06, 0.05367911234498024, 0.6598556637763977
f1, 10, 64, 4, 2, 1.6645775531287654e-06, 0.052371323108673096, 0.6378874778747559
f1, 10, 64, 4, 3, 2.0797751858481206e-06, 0.06041231006383896, 0.6802087426185608
f1, 10, 64, 4, 4, 1.5638673858120455e-06, 0.045553021132946014, 0.6060308218002319
f1, 10, 64, 4, 5, 1.4957404346205294e-06, 0.05555243790149689, 0.656426727771759
f1, 20, 2, 1, 1, 0.0807870551943779, 0.11865511536598206, 0.9500528573989868
f1, 20, 2, 1, 2, 0.0750695988535881, 0.11388995498418808, 0.9151349067687988
f1, 20, 2, 1, 3, 0.025720810517668724, 0.054389387369155884, 0.5615059733390808
f1, 20, 2, 1, 4, 0.0847921222448349, 0.12405311316251755, 0.9584643244743347
f1, 20, 2, 1, 5, 0.09099006652832031, 0.1328873336315155, 0.9980000257492065
f1, 20, 4, 1, 1, 0.040255527943372726, 0.0928092822432518, 0.7587140202522278
f1, 20, 4, 1, 2, 0.05850096419453621, 0.10459214448928833, 0.8800104856491089
f1, 20, 4, 1, 3, 0.04299399256706238, 0.08525222539901733, 0.7672733664512634
f1, 20, 4, 1, 4, 0.042779989540576935, 0.1268061399459839, 0.7814515829086304
f1, 20, 4, 1, 5, 0.019960444420576096, 0.05124375969171524, 0.5292568206787109
f1, 20, 8, 1, 1, 0.009063885547220707, 0.03761575371026993, 0.44327378273010254
f1, 20, 8, 1, 2, 0.014137131161987782, 0.043059173971414566, 0.543630838394165
f1, 20, 8, 1, 3, 7.460141932824627e-05, 0.004318569786846638, 0.07801995426416397
f1, 20, 8, 1, 4, 0.018422864377498627, 0.056326836347579956, 0.6137499213218689
f1, 20, 8, 1, 5, 0.014203422702848911, 0.0539897195994854, 0.5766163468360901
f1, 20, 16, 1, 1, 0.00887301191687584, 0.06429409980773926, 0.6184796094894409
f1, 20, 16, 1, 2, 0.001466254354454577, 0.010239075869321823, 0.23583784699440002
f1, 20, 16, 1, 3, 0.008847787976264954, 0.08950228989124298, 0.6876125335693359
f1, 20, 16, 1, 4, 0.007523651700466871, 0.059412017464637756, 0.6117223501205444
f1, 20, 16, 1, 5, 0.003878900781273842, 0.02624567411839962, 0.4036438763141632
f1, 20, 32, 1, 1, 0.0012183658545836806, 0.04380694404244423, 0.5566992163658142
f1, 20, 32, 1, 2, 0.0015911638038232923, 0.05543385446071625, 0.6468715667724609
f1, 20, 32, 1, 3, 7.310098590096459e-05, 0.004250477068126202, 0.11732610315084457
f1, 20, 32, 1, 4, 0.0015059224097058177, 0.057324618101119995, 0.6475130319595337
f1, 20, 32, 1, 5, 0.0003275779017712921, 0.00843315850943327, 0.22897914052009583
f1, 20, 64, 1, 1, 4.2047372517117765e-06, 0.08012569695711136, 0.7495139241218567
f1, 20, 64, 1, 2, 2.8341051802271977e-05, 0.057197894901037216, 0.6446806192398071
f1, 20, 64, 1, 3, 3.379016789040179e-06, 0.052911464124917984, 0.6361221075057983
f1, 20, 64, 1, 4, 9.27621567825554e-06, 0.053282544016838074, 0.617563784122467
f1, 20, 64, 1, 5, 6.3451234382227995e-06, 0.06042063236236572, 0.6761096715927124
f1, 20, 2, 2, 1, 0.09279525279998779, 0.14496126770973206, 1.072808861732483
f1, 20, 2, 2, 2, 0.0934557244181633, 0.13967853784561157, 1.074842929840088
f1, 20, 2, 2, 3, 0.09158483147621155, 0.14527511596679688, 1.0780842304229736
f1, 20, 2, 2, 4, 0.09180017560720444, 0.14521770179271698, 1.0813740491867065
f1, 20, 2, 2, 5, 0.09416785836219788, 0.1431713104248047, 1.078811526298523
f1, 20, 4, 2, 1, 0.06053042784333229, 0.19095753133296967, 1.254256010055542
f1, 20, 4, 2, 2, 0.06369996815919876, 0.18710440397262573, 1.245434284210205
f1, 20, 4, 2, 3, 0.061339519917964935, 0.17604318261146545, 1.2338874340057373
f1, 20, 4, 2, 4, 0.060483165085315704, 0.18166790902614594, 1.2014694213867188
f1, 20, 4, 2, 5, 0.06089581549167633, 0.1796761155128479, 1.2394005060195923
f1, 20, 8, 2, 1, 0.01209774985909462, 0.31336110830307007, 1.6594479084014893
f1, 20, 8, 2, 2, 0.010716321878135204, 0.3433597683906555, 1.693662166595459
f1, 20, 8, 2, 3, 0.011926298961043358, 0.3369869291782379, 1.6434537172317505
f1, 20, 8, 2, 4, 0.010155820287764072, 0.3390718996524811, 1.649503231048584
f1, 20, 8, 2, 5, 0.011237588711082935, 0.3448747992515564, 1.6852890253067017
f1, 20, 16, 2, 1, 0.00016103553934954107, 0.20997099578380585, 1.3548816442489624
f1, 20, 16, 2, 2, 0.00012776807125192136, 0.2395489364862442, 1.3721696138381958
f1, 20, 16, 2, 3, 1.1985459423158318e-05, 0.19175566732883453, 1.315678596496582
f1, 20, 16, 2, 4, 9.067987411981449e-05, 0.24065211415290833, 1.3737311363220215
f1, 20, 16, 2, 5, 0.00015981231990735978, 0.22674107551574707, 1.3566149473190308
f1, 20, 32, 2, 1, 1.1252573131059762e-05, 0.20099759101867676, 1.2966855764389038
f1, 20, 32, 2, 2, 1.561739009048324e-05, 0.2102707177400589, 1.279354453086853
f1, 20, 32, 2, 3, 1.3453734027280007e-05, 0.19386053085327148, 1.2622922658920288
f1, 20, 32, 2, 4, 2.0257808500900865e-05, 0.18945248425006866, 1.2716776132583618
f1, 20, 32, 2, 5, 1.249180240847636e-05, 0.2085435539484024, 1.2640072107315063
f1, 20, 64, 2, 1, 8.344870366272517e-06, 0.1721755564212799, 1.174402117729187
f1, 20, 64, 2, 2, 7.442792139045196e-06, 0.1612461805343628, 1.135927438735962
f1, 20, 64, 2, 3, 6.420260433515068e-06, 0.16563963890075684, 1.1426424980163574
f1, 20, 64, 2, 4, 5.799389782623621e-06, 0.16363289952278137, 1.1453497409820557
f1, 20, 64, 2, 5, 6.434926945075858e-06, 0.17878806591033936, 1.1712080240249634
