function, G, width, depth, run, loss, mse, l2
f1, 10, 2, 2, 2, 7.65000149840489e-05, 9.241956286132336e-05, 0.02797083929181099
f1, 10, 2, 2, 3, 1.4096341146796476e-05, 1.5167809578997549e-05, 0.011371934786438942
f1, 10, 2, 2, 4, 9.169945406029001e-05, 9.23344778129831e-05, 0.02920641377568245
f1, 10, 2, 2, 5, 1.7608783309697174e-05, 1.96675282495562e-05, 0.012955009005963802
f1, 10, 4, 2, 1, 1.0609016499074642e-05, 1.1190755685674958e-05, 0.0101546635851264
f1, 10, 4, 2, 2, 1.0208776984654833e-05, 1.2026338481518906e-05, 0.010170740075409412
f1, 10, 4, 2, 3, 6.208444574440364e-06, 7.629345418536104e-06, 0.008025426417589188
f1, 10, 4, 2, 4, 1.0057518920802977e-05, 1.1391404768801294e-05, 0.009933944791555405
f1, 10, 4, 2, 5, 1.048262038239045e-05, 1.1206687304365914e-05, 0.009868336841464043
f1, 10, 8, 2, 1, 7.585339517390821e-06, 8.484963473165408e-06, 0.00900580920279026
f1, 10, 8, 2, 2, 1.2075578524672892e-05, 1.150598382082535e-05, 0.010543586686253548
f1, 10, 8, 2, 3, 3.850602297461592e-06, 4.658007583202561e-06, 0.006376942154020071
f1, 10, 8, 2, 4, 1.066524964699056e-05, 1.2384923138597514e-05, 0.010796379297971725
f1, 10, 8, 2, 5, 8.815620276436675e-06, 9.676933586888481e-06, 0.009434309788048267
f1, 10, 16, 2, 1, 5.3176509027252905e-06, 7.735026883892715e-06, 0.00826365128159523
f1, 10, 16, 2, 2, 9.6581679827068e-06, 1.1839856597362086e-05, 0.01053566113114357
f1, 10, 16, 2, 3, 1.7340240447083488e-05, 2.437637340335641e-05, 0.014247589744627476
f1, 10, 16, 2, 4, 8.418172001256607e-06, 1.2663340385188349e-05, 0.010925326496362686
f1, 10, 16, 2, 5, 9.13672920432873e-06, 1.2053710634063464e-05, 0.010986422188580036
f1, 10, 32, 2, 1, 5.1087925385218114e-05, 5.4910615290282294e-05, 0.022901294752955437
f1, 10, 32, 2, 2, 9.040232725965325e-06, 1.6471192793687806e-05, 0.011927581392228603
f1, 10, 32, 2, 3, 9.113466148846783e-06, 1.6516611140104942e-05, 0.011942478828132153
f1, 10, 32, 2, 4, 6.033048339304514e-05, 5.7870558521244675e-05, 0.02301233634352684
f1, 10, 32, 2, 5, 1.9609631635830738e-05, 4.1408689867239445e-05, 0.018764367327094078
f1, 10, 64, 2, 1, 4.5633845729753375e-05, 8.585953764850274e-05, 0.02860954962670803
f1, 10, 64, 2, 2, 5.4004947742214426e-05, 7.774691766826436e-05, 0.026903215795755386
f1, 10, 64, 2, 3, 7.75721637182869e-05, 0.00015904824249446392, 0.038399286568164825
f1, 10, 64, 2, 4, 4.57286587334238e-05, 0.00011917517258552834, 0.034916333854198456
f1, 10, 64, 2, 5, 8.033778431126848e-05, 0.00013765755284111947, 0.03422938659787178
f1, 10, 2, 3, 1, 7.81567632657243e-06, 8.917671038943809e-06, 0.009201250039041042
f1, 10, 2, 3, 2, 3.775742879952304e-05, 4.4422660721465945e-05, 0.02009536325931549
f1, 10, 2, 3, 3, 8.629926014691591e-06, 1.0679827028070576e-05, 0.009337099269032478
f1, 10, 2, 3, 4, 3.0816849175607786e-05, 3.077098153880797e-05, 0.016833504661917686
f1, 10, 2, 3, 5, 4.792804247699678e-06, 6.17896102994564e-06, 0.007635090965777636
f1, 10, 4, 3, 1, 1.1145284588565119e-05, 1.2278503163543064e-05, 0.010712328366935253
f1, 10, 4, 3, 2, 1.0527925041969866e-05, 1.1666975296975579e-05, 0.010525641031563282
f1, 10, 4, 3, 3, 7.668511898373254e-06, 8.23686241346877e-06, 0.008777899667620659
f1, 10, 4, 3, 4, 6.491112344519934e-06, 6.836649390606908e-06, 0.00809558667242527
f1, 10, 4, 3, 5, 4.498660473473137e-06, 6.087578185542952e-06, 0.007439398672431707
f1, 10, 8, 3, 1, 9.709714504424483e-06, 1.178772890852997e-05, 0.010561664588749409
f1, 10, 8, 3, 2, 6.866522653581342e-06, 8.033437552512623e-06, 0.008971385657787323
f1, 10, 8, 3, 3, 5.52038454770809e-06, 6.356476660585031e-06, 0.008011816069483757
f1, 10, 8, 3, 4, 1.0030689736595377e-05, 1.2491110283008311e-05, 0.010888454504311085
f1, 10, 8, 3, 5, 1.005556077871006e-05, 1.1949924555665348e-05, 0.010776464827358723
f1, 10, 16, 3, 1, 1.4759055375179742e-05, 2.3580398192279972e-05, 0.015046518296003342
f1, 10, 16, 3, 2, 1.433649413229432e-05, 2.0754978322656825e-05, 0.014062458649277687
f1, 10, 16, 3, 3, 2.3944669010234065e-05, 3.5793545976048335e-05, 0.01743192784488201
f1, 10, 16, 3, 4, 1.2903234164696187e-05, 2.619768383738119e-05, 0.016465293243527412
f1, 10, 16, 3, 5, 7.833825293346308e-06, 1.7262145775021054e-05, 0.014213142916560173
f1, 10, 32, 3, 1, 4.536635606200434e-05, 0.0004410838591866195, 0.06953108310699463
f1, 10, 32, 3, 2, 5.027346924180165e-05, 0.00038149862666614354, 0.057464804500341415
f1, 10, 32, 3, 3, 3.521383769111708e-05, 0.0003910515224561095, 0.05589938536286354
f1, 10, 32, 3, 4, 5.075213994132355e-05, 0.0005918508977629244, 0.07202476263046265
f1, 10, 32, 3, 5, 6.209135608514771e-05, 0.0003262932877987623, 0.05536871403455734
f1, 10, 64, 3, 1, 0.00022400767193175852, 0.011304094456136227, 0.3198172152042389
f1, 10, 64, 3, 2, 0.0002128054911736399, 0.014934828504920006, 0.36843886971473694
f1, 10, 64, 3, 3, 0.00015911803347989917, 0.013791237026453018, 0.3337678909301758
f1, 10, 64, 3, 4, 0.00018044619355350733, 0.018168777227401733, 0.3822769224643707
f1, 10, 64, 3, 5, 0.00028085627127438784, 0.014743637293577194, 0.36117300391197205
f1, 10, 2, 4, 1, 0.00027024460723623633, 0.00018157115846406668, 0.07197839766740799
f1, 10, 2, 4, 2, 0.0010471675777807832, 0.001283214776776731, 0.15145526826381683
f1, 10, 2, 4, 3, 9.471154044149444e-06, 1.0243958968203515e-05, 0.009747662581503391
f1, 10, 2, 4, 4, 7.180858574429294e-06, 7.193905275926227e-06, 0.00833666231483221
f1, 10, 2, 4, 5, 1.1304879990348127e-05, 1.4227861356630456e-05, 0.011877846904098988
f1, 10, 4, 4, 1, 6.948132522666128e-06, 9.99278108793078e-06, 0.0093607846647501
f1, 10, 4, 4, 2, 4.768446160596795e-06, 7.439115051965928e-06, 0.007834472693502903
f1, 10, 4, 4, 3, 7.95818505139323e-06, 8.922102097130846e-06, 0.009390423074364662
f1, 10, 4, 4, 4, 1.0755178664112464e-05, 1.1040118806704413e-05, 0.010059468448162079
f1, 10, 4, 4, 5, 5.6330677580263e-06, 6.923114142409759e-06, 0.008048074319958687
f1, 10, 8, 4, 1, 1.1173804523423314e-05, 1.5076126146595925e-05, 0.012484846636652946
f1, 10, 8, 4, 2, 7.423204806400463e-06, 1.052239713317249e-05, 0.009872130118310452
f1, 10, 8, 4, 3, 1.1414459549996536e-05, 1.1503042514959816e-05, 0.01016206480562687
f1, 10, 8, 4, 4, 1.695887476671487e-05, 3.118606036878191e-05, 0.016251984983682632
f1, 10, 8, 4, 5, 1.3743209819949698e-05, 2.1687452317564748e-05, 0.014451616443693638
f1, 10, 16, 4, 1, 2.1232088329270482e-05, 8.559190609958023e-05, 0.02877206914126873
f1, 10, 16, 4, 2, 1.4521276170853525e-05, 6.143534847069532e-05, 0.02348160557448864
f1, 10, 16, 4, 3, 2.2589876607526094e-05, 0.00019484543008729815, 0.0406365804374218
f1, 10, 16, 4, 4, 2.745357051026076e-05, 0.00011593062663450837, 0.03726150840520859
f1, 10, 16, 4, 5, 1.5891426301095635e-05, 0.00011374740279279649, 0.038499169051647186
f1, 10, 32, 4, 1, 6.197142647579312e-05, 0.007640370167791843, 0.2650245428085327
f1, 10, 32, 4, 2, 0.00011295072908978909, 0.006815407425165176, 0.2507666051387787
f1, 10, 32, 4, 3, 3.838760676444508e-05, 0.006773550063371658, 0.2541370987892151
f1, 10, 32, 4, 4, 5.7521694543538615e-05, 0.006556061562150717, 0.25882402062416077
f1, 10, 32, 4, 5, 4.9093087000073865e-05, 0.00760186742991209, 0.27634528279304504
f1, 10, 64, 4, 1, 6.339913670672104e-05, 0.023238081485033035, 0.4552222490310669
f1, 10, 64, 4, 2, 0.00024390110047534108, 0.017872368916869164, 0.3840833008289337
f1, 10, 64, 4, 3, 0.00021193866268731654, 0.037730757147073746, 0.5726919770240784
f1, 10, 64, 4, 4, 0.00012271763989701867, 0.03943851590156555, 0.6083911657333374
f1, 10, 64, 4, 5, 0.00017283672059420496, 0.03042713925242424, 0.5143452882766724
f1, 20, 2, 1, 1, 0.003913060761988163, 0.0040777986869215965, 0.19966727495193481
f1, 20, 2, 1, 2, 0.001097424072213471, 0.001195996766909957, 0.10680674761533737
f1, 20, 2, 1, 3, 0.001646822434850037, 0.001728378003463149, 0.1259102076292038
f1, 20, 2, 1, 4, 0.004979379009455442, 0.005998097360134125, 0.22453883290290833
f1, 20, 2, 1, 5, 0.025423085317015648, 0.033136431127786636, 0.521026074886322
f1, 20, 4, 1, 1, 0.00019918207544833422, 0.00024492136435583234, 0.04665961489081383
f1, 20, 4, 1, 2, 5.81674903514795e-05, 0.00011992357758572325, 0.02663351222872734
f1, 20, 4, 1, 3, 0.00023023496032692492, 0.00027498966665007174, 0.046977266669273376
f1, 20, 4, 1, 4, 4.138725489610806e-05, 5.837626667926088e-05, 0.020978515967726707
f1, 20, 4, 1, 5, 3.977795859100297e-05, 4.3301792175043374e-05, 0.019974933937191963
f1, 20, 8, 1, 1, 4.704769889940508e-05, 7.322882447624579e-05, 0.024057874456048012
f1, 20, 8, 1, 2, 3.51147900801152e-05, 5.2825162129011005e-05, 0.02129438892006874
f1, 20, 8, 1, 3, 1.8438749975757673e-05, 2.2238951714825816e-05, 0.014538092538714409
f1, 20, 8, 1, 4, 2.2766742404201068e-05, 3.160220512654632e-05, 0.016598785296082497
f1, 20, 8, 1, 5, 4.064625682076439e-05, 6.426656182156876e-05, 0.02263106405735016
f1, 20, 16, 1, 1, 1.9536519175744615e-05, 3.1352021323982626e-05, 0.01768949069082737
f1, 20, 16, 1, 2, 1.799922938516829e-05, 3.138109968858771e-05, 0.01659281924366951
f1, 20, 16, 1, 3, 1.566945866215974e-05, 2.869067611754872e-05, 0.016027051955461502
f1, 20, 16, 1, 4, 1.5990781321306713e-05, 2.908775604737457e-05, 0.015289565548300743
f1, 20, 16, 1, 5, 2.1711473891627975e-05, 3.87921609217301e-05, 0.018213903531432152
f1, 20, 32, 1, 1, 1.628809332032688e-05, 3.886593913193792e-05, 0.018699420616030693
f1, 20, 32, 1, 2, 3.0014274670975283e-05, 6.270642188610509e-05, 0.02464093454182148
f1, 20, 32, 1, 3, 4.6723729610675946e-05, 0.00010565301636233926, 0.03194791078567505
f1, 20, 32, 1, 4, 4.443169018486515e-05, 9.843006409937516e-05, 0.02982713282108307
f1, 20, 32, 1, 5, 2.0152230717940256e-05, 5.581068398896605e-05, 0.022198114544153214
f1, 20, 64, 1, 1, 4.003345384262502e-05, 0.00014503172133117914, 0.037206269800662994
f1, 20, 64, 1, 2, 2.3444086764357053e-05, 8.843318209983408e-05, 0.02795538492500782
f1, 20, 64, 1, 3, 3.4649157896637917e-05, 0.00016225465515162796, 0.03826409578323364
f1, 20, 64, 1, 4, 4.196247391519137e-05, 0.0001835086295614019, 0.043086130172014236
f1, 20, 64, 1, 5, 3.413953891140409e-05, 0.000167056467034854, 0.03725683316588402
f1, 20, 2, 2, 1, 0.003798091085627675, 0.006938704755157232, 0.22952362895011902
f1, 20, 2, 2, 2, 0.00017739961913321167, 0.00022652478946838528, 0.043499864637851715
f1, 20, 2, 2, 3, 0.0010106845293194056, 0.0012824464356526732, 0.11095107346773148
f1, 20, 2, 2, 4, 0.004207166843116283, 0.008058342151343822, 0.23931455612182617
f1, 20, 2, 2, 5, 4.038567567477003e-05, 3.7911548133706674e-05, 0.01955457404255867
f1, 20, 4, 2, 1, 2.696064257179387e-05, 2.985856008308474e-05, 0.01843821257352829
f1, 20, 4, 2, 2, 4.0775183151708916e-05, 5.11737925990019e-05, 0.021926864981651306
f1, 20, 4, 2, 3, 2.079729165416211e-05, 2.795345790218562e-05, 0.016726303845643997
f1, 20, 4, 2, 4, 3.970840771216899e-05, 4.549769437289797e-05, 0.021195299923419952
f1, 20, 4, 2, 5, 0.00019242784765083343, 0.0003904793120454997, 0.06234591081738472
f1, 20, 8, 2, 1, 8.111976785585284e-05, 0.00016096525359898806, 0.038363032042980194
f1, 20, 8, 2, 2, 4.21100266976282e-05, 8.296409214381129e-05, 0.02803192473948002
f1, 20, 8, 2, 3, 3.9338276110356674e-05, 7.63790521887131e-05, 0.02615511231124401
