pde, G, width, depth, pow_basis, pow_res, run, loss, l2
allen-cahn, 10, 4, 3, 1.0, 1.5, 1, 0.11422698944807053, 0.9941438436508179
allen-cahn, 10, 4, 3, 1.0, 1.5, 2, 0.16452202200889587, 0.9215853810310364
allen-cahn, 10, 4, 3, 1.0, 1.5, 3, 0.2586621344089508, 0.9088115096092224
allen-cahn, 10, 4, 3, 1.0, 1.75, 1, 0.017390316352248192, 0.9727456569671631
allen-cahn, 10, 4, 3, 1.0, 1.75, 2, 0.058125004172325134, 0.8542009592056274
allen-cahn, 10, 4, 3, 1.0, 1.75, 3, 0.02681068144738674, 0.9711008071899414
allen-cahn, 10, 4, 3, 1.0, 2.0, 1, 0.21993102133274078, 0.9039784669876099
allen-cahn, 10, 4, 3, 1.0, 2.0, 2, 0.03214063122868538, 0.9327328205108643
allen-cahn, 10, 4, 3, 1.0, 2.0, 3, 0.10738182067871094, 0.9102247953414917
allen-cahn, 10, 4, 3, 1.25, 0.0, 1, 0.013966860249638557, 0.4727145731449127
allen-cahn, 10, 4, 3, 1.25, 0.0, 2, 0.014421581290662289, 0.5026611685752869
allen-cahn, 10, 4, 3, 1.25, 0.0, 3, 0.006095028482377529, 0.3084440529346466
allen-cahn, 10, 4, 3, 1.25, 0.25, 1, 0.014847591519355774, 0.5186254382133484
allen-cahn, 10, 4, 3, 1.25, 0.25, 2, 0.014314861968159676, 0.49722060561180115
allen-cahn, 10, 4, 3, 1.25, 0.25, 3, 0.014818732626736164, 0.5158262252807617
allen-cahn, 10, 4, 3, 1.25, 0.5, 1, 0.014811882749199867, 0.5159228444099426
allen-cahn, 10, 4, 3, 1.25, 0.5, 2, 0.014798798598349094, 0.520345151424408
allen-cahn, 10, 4, 3, 1.25, 0.5, 3, 0.0010195967042818666, 0.15981847047805786
allen-cahn, 10, 4, 3, 1.25, 0.75, 1, 0.06528329104185104, 0.9554052352905273
allen-cahn, 10, 4, 3, 1.25, 0.75, 2, 0.0281180739402771, 0.9321084022521973
allen-cahn, 10, 4, 3, 1.25, 0.75, 3, 0.05646141618490219, 0.9247047305107117
allen-cahn, 10, 4, 3, 1.25, 1.0, 1, 0.04177084565162659, 0.9840753674507141
allen-cahn, 10, 4, 3, 1.25, 1.0, 2, 0.15123629570007324, 0.9033019542694092
allen-cahn, 10, 4, 3, 1.25, 1.0, 3, 0.055073175579309464, 1.0065675973892212
allen-cahn, 10, 4, 3, 1.25, 1.25, 1, 0.05894751846790314, 0.9178435206413269
allen-cahn, 10, 4, 3, 1.25, 1.25, 2, 0.011990045197308064, 0.9824409484863281
allen-cahn, 10, 4, 3, 1.25, 1.25, 3, 0.023770011961460114, 0.8901059627532959
allen-cahn, 10, 4, 3, 1.25, 1.5, 1, 0.08166614174842834, 0.9272574782371521
allen-cahn, 10, 4, 3, 1.25, 1.5, 2, 0.06516695767641068, 0.8941100835800171
allen-cahn, 10, 4, 3, 1.25, 1.5, 3, 0.08908742666244507, 0.8930479288101196
allen-cahn, 10, 4, 3, 1.25, 1.75, 1, 0.1305352747440338, 0.8851005434989929
allen-cahn, 10, 4, 3, 1.25, 1.75, 2, 0.16352272033691406, 0.9754375219345093
allen-cahn, 10, 4, 3, 1.25, 1.75, 3, 0.13418416678905487, 0.9463529586791992
allen-cahn, 10, 4, 3, 1.25, 2.0, 1, 0.09094097465276718, 0.8988608717918396
allen-cahn, 10, 4, 3, 1.25, 2.0, 2, 0.014459068886935711, 0.9643833637237549
allen-cahn, 10, 4, 3, 1.25, 2.0, 3, 0.10287149250507355, 0.9213297367095947
allen-cahn, 10, 4, 3, 1.5, 0.0, 1, 0.011300751008093357, 0.3512716591358185
allen-cahn, 10, 4, 3, 1.5, 0.0, 2, 0.005818167235702276, 0.2807006537914276
allen-cahn, 10, 4, 3, 1.5, 0.0, 3, 0.014615578576922417, 0.5127663016319275
allen-cahn, 10, 4, 3, 1.5, 0.25, 1, 0.014751472510397434, 0.5159133076667786
allen-cahn, 10, 4, 3, 1.5, 0.25, 2, 0.014542493969202042, 0.4975487291812897
allen-cahn, 10, 4, 3, 1.5, 0.25, 3, 0.014544069766998291, 0.5015124082565308
allen-cahn, 10, 4, 3, 1.5, 0.5, 1, 0.01479457225650549, 0.5171211957931519
allen-cahn, 10, 4, 3, 1.5, 0.5, 2, 0.0017801863141357899, 0.2664332389831543
allen-cahn, 10, 4, 3, 1.5, 0.5, 3, 0.01478999201208353, 0.5210441946983337
allen-cahn, 10, 4, 3, 1.5, 0.75, 1, 0.22003979980945587, 0.8547959923744202
allen-cahn, 10, 4, 3, 1.5, 0.75, 2, 0.14033865928649902, 0.9028642177581787
allen-cahn, 10, 4, 3, 1.5, 0.75, 3, 0.0795021504163742, 0.9439660310745239
allen-cahn, 10, 4, 3, 1.5, 1.0, 1, 0.2717400789260864, 0.8692885637283325
allen-cahn, 10, 4, 3, 1.5, 1.0, 2, 0.2524264454841614, 1.0193759202957153
allen-cahn, 10, 4, 3, 1.5, 1.0, 3, 0.042380813509225845, 0.949619710445404
allen-cahn, 10, 4, 3, 1.5, 1.25, 1, 0.043089717626571655, 0.9160292148590088
allen-cahn, 10, 4, 3, 1.5, 1.25, 2, 0.06364952027797699, 0.9524626135826111
allen-cahn, 10, 4, 3, 1.5, 1.25, 3, 0.07721882313489914, 0.8930557370185852
allen-cahn, 10, 4, 3, 1.5, 1.5, 1, 0.20270134508609772, 0.9578649997711182
allen-cahn, 10, 4, 3, 1.5, 1.5, 2, 0.01733245886862278, 0.9844072461128235
allen-cahn, 10, 4, 3, 1.5, 1.5, 3, 0.20710265636444092, 0.8761662244796753
allen-cahn, 10, 4, 3, 1.5, 1.75, 1, 0.1009727269411087, 1.01884126663208
allen-cahn, 10, 4, 3, 1.5, 1.75, 2, 0.01791004091501236, 0.9264854788780212
allen-cahn, 10, 4, 3, 1.5, 1.75, 3, 0.14600743353366852, 0.9434909820556641
allen-cahn, 10, 4, 3, 1.5, 2.0, 1, 0.08115764707326889, 0.8717400431632996
allen-cahn, 10, 4, 3, 1.5, 2.0, 2, 0.06209943816065788, 0.8762392997741699
allen-cahn, 10, 4, 3, 1.5, 2.0, 3, 0.017386892810463905, 0.9172706604003906
allen-cahn, 10, 4, 3, 1.75, 0.0, 1, 0.014879696071147919, 0.5141407251358032
allen-cahn, 10, 4, 3, 1.75, 0.0, 2, 0.0014892066828906536, 0.22721610963344574
allen-cahn, 10, 4, 3, 1.75, 0.0, 3, 0.014325844123959541, 0.4999927282333374
allen-cahn, 10, 4, 3, 1.75, 0.25, 1, 0.014645637013018131, 0.5139641761779785
allen-cahn, 10, 4, 3, 1.75, 0.25, 2, 0.01446845568716526, 0.5012900233268738
allen-cahn, 10, 4, 3, 1.75, 0.25, 3, 0.009817884303629398, 0.30903393030166626
allen-cahn, 10, 4, 3, 1.75, 0.5, 1, 0.014811666682362556, 0.5177983641624451
allen-cahn, 10, 4, 3, 1.75, 0.5, 2, 0.013371706008911133, 0.4272327125072479
allen-cahn, 10, 4, 3, 1.75, 0.5, 3, 0.014868986792862415, 0.5194408297538757
allen-cahn, 10, 4, 3, 1.75, 0.75, 1, 0.015030289068818092, 0.5134530067443848
allen-cahn, 10, 4, 3, 1.75, 0.75, 2, 0.14800262451171875, 0.9368491172790527
allen-cahn, 10, 4, 3, 1.75, 0.75, 3, 0.012933900579810143, 0.9516277313232422
allen-cahn, 10, 4, 3, 1.75, 1.0, 1, 0.8478769063949585, 1.0394071340560913
allen-cahn, 10, 4, 3, 1.75, 1.0, 2, 0.018023476004600525, 0.9783416986465454
allen-cahn, 10, 4, 3, 1.75, 1.0, 3, 0.059650301933288574, 0.9666987061500549
allen-cahn, 10, 4, 3, 1.75, 1.25, 1, 0.04537292197346687, 0.9550232291221619
allen-cahn, 10, 4, 3, 1.75, 1.25, 2, 0.1891353279352188, 0.938521146774292
allen-cahn, 10, 4, 3, 1.75, 1.25, 3, 0.14315484464168549, 0.8888746500015259
allen-cahn, 10, 4, 3, 1.75, 1.5, 1, 0.014029795303940773, 0.9212790727615356
allen-cahn, 10, 4, 3, 1.75, 1.5, 2, 0.0649331659078598, 0.9292459487915039
allen-cahn, 10, 4, 3, 1.75, 1.5, 3, 0.09094171226024628, 0.8954316973686218
allen-cahn, 10, 4, 3, 1.75, 1.75, 1, 0.017078090459108353, 0.9533036351203918
allen-cahn, 10, 4, 3, 1.75, 1.75, 2, 0.1648184359073639, 0.8841078877449036
allen-cahn, 10, 4, 3, 1.75, 1.75, 3, 0.128024160861969, 0.9032567739486694
allen-cahn, 10, 4, 3, 1.75, 2.0, 1, 0.16591516137123108, 0.9248723983764648
allen-cahn, 10, 4, 3, 1.75, 2.0, 2, 0.1349114328622818, 0.943461000919342
allen-cahn, 10, 4, 3, 1.75, 2.0, 3, 0.2752314805984497, 0.9498502016067505
allen-cahn, 10, 4, 3, 2.0, 0.0, 1, 0.014796431176364422, 0.5200444459915161
allen-cahn, 10, 4, 3, 2.0, 0.0, 2, 0.0021255663596093655, 0.20951439440250397
allen-cahn, 10, 4, 3, 2.0, 0.0, 3, 0.014256124384701252, 0.4995220899581909
allen-cahn, 10, 4, 3, 2.0, 0.25, 1, 0.014740793965756893, 0.5155830383300781
allen-cahn, 10, 4, 3, 2.0, 0.25, 2, 0.014121334999799728, 0.48629438877105713
allen-cahn, 10, 4, 3, 2.0, 0.25, 3, 0.000743853859603405, 0.14132444560527802
allen-cahn, 10, 4, 3, 2.0, 0.5, 1, 0.014770048670470715, 0.5171177387237549
allen-cahn, 10, 4, 3, 2.0, 0.5, 2, 0.014799656346440315, 0.521833598613739
allen-cahn, 10, 4, 3, 2.0, 0.5, 3, 0.014822030439972878, 0.5195127725601196
allen-cahn, 10, 4, 3, 2.0, 0.75, 1, 0.015707330778241158, 0.9290460348129272
allen-cahn, 10, 4, 3, 2.0, 0.75, 2, 0.13738150894641876, 0.9817168712615967
allen-cahn, 10, 4, 3, 2.0, 0.75, 3, 0.2589256167411804, 0.8652544021606445
allen-cahn, 10, 4, 3, 2.0, 1.0, 1, 0.04209308326244354, 0.9150534272193909
allen-cahn, 10, 4, 3, 2.0, 1.0, 2, 0.017005151137709618, 0.9373730421066284
allen-cahn, 10, 4, 3, 2.0, 1.0, 3, 0.0513446182012558, 0.9253230690956116
allen-cahn, 10, 4, 3, 2.0, 1.25, 1, 0.24255099892616272, 0.9161177277565002
allen-cahn, 10, 4, 3, 2.0, 1.25, 2, 0.13939730823040009, 0.9528456926345825
allen-cahn, 10, 4, 3, 2.0, 1.25, 3, 0.04181937873363495, 0.9500938057899475
allen-cahn, 10, 4, 3, 2.0, 1.5, 1, 0.022039949893951416, 0.9502071738243103
allen-cahn, 10, 4, 3, 2.0, 1.5, 2, 0.014674246311187744, 0.9319640398025513
allen-cahn, 10, 4, 3, 2.0, 1.5, 3, 0.09353005141019821, 0.9361673593521118
allen-cahn, 10, 4, 3, 2.0, 1.75, 1, 0.03752687945961952, 0.9328253269195557
allen-cahn, 10, 4, 3, 2.0, 1.75, 2, 0.12799084186553955, 0.9445261359214783
allen-cahn, 10, 4, 3, 2.0, 1.75, 3, 0.14862774312496185, 0.8590115904808044
allen-cahn, 10, 4, 3, 2.0, 2.0, 1, 0.021459948271512985, 0.9072585701942444
allen-cahn, 10, 4, 3, 2.0, 2.0, 2, 0.31180301308631897, 0.9239868521690369
allen-cahn, 10, 4, 3, 2.0, 2.0, 3, 0.0879783034324646, 0.9176197648048401
allen-cahn, 10, 8, 3, 0.0, 0.0, 1, 70393.65625, 1.4059394598007202
allen-cahn, 10, 8, 3, 0.0, 0.0, 2, 14425.4970703125, 1.408050298690796
allen-cahn, 10, 8, 3, 0.0, 0.0, 3, 33123.828125, 1.7616065740585327
allen-cahn, 10, 8, 3, 0.0, 0.25, 1, 253.72984313964844, 1.0387780666351318
allen-cahn, 10, 8, 3, 0.0, 0.25, 2, 255.00656127929688, 0.9593613743782043
allen-cahn, 10, 8, 3, 0.0, 0.25, 3, 239.1459197998047, 0.9601349830627441
allen-cahn, 10, 8, 3, 0.0, 0.5, 1, 286.8629150390625, 0.9799420237541199
allen-cahn, 10, 8, 3, 0.0, 0.5, 2, 405.8499450683594, 0.969451904296875
allen-cahn, 10, 8, 3, 0.0, 0.5, 3, 519.911376953125, 0.9587062001228333
allen-cahn, 10, 8, 3, 0.0, 0.75, 1, 188.78311157226562, 0.9549878835678101
allen-cahn, 10, 8, 3, 0.0, 0.75, 2, 346.2799377441406, 0.9525038599967957
allen-cahn, 10, 8, 3, 0.0, 0.75, 3, 480.59002685546875, 0.9647789001464844
allen-cahn, 10, 8, 3, 0.0, 1.0, 1, 270.53155517578125, 0.9822520017623901
allen-cahn, 10, 8, 3, 0.0, 1.0, 2, 351.3171081542969, 0.9669659733772278
allen-cahn, 10, 8, 3, 0.0, 1.0, 3, 233.4442138671875, 0.9549598693847656
allen-cahn, 10, 8, 3, 0.0, 1.25, 1, 318.28118896484375, 0.9778541326522827
allen-cahn, 10, 8, 3, 0.0, 1.25, 2, 343.7220458984375, 0.9581529498100281
allen-cahn, 10, 8, 3, 0.0, 1.25, 3, 154.8275146484375, 0.9518182873725891
allen-cahn, 10, 8, 3, 0.0, 1.5, 1, 232.0283966064453, 0.9618729948997498
allen-cahn, 10, 8, 3, 0.0, 1.5, 2, 340.4871826171875, 0.9532092213630676
allen-cahn, 10, 8, 3, 0.0, 1.5, 3, 307.474365234375, 0.9544997215270996
allen-cahn, 10, 8, 3, 0.0, 1.75, 1, 271.5899353027344, 0.9807220101356506
allen-cahn, 10, 8, 3, 0.0, 1.75, 2, 290.2464904785156, 0.951116144657135
allen-cahn, 10, 8, 3, 0.0, 1.75, 3, 178.8381805419922, 0.9554901719093323
allen-cahn, 10, 8, 3, 0.0, 2.0, 1, 371.9027404785156, 0.9899929761886597
allen-cahn, 10, 8, 3, 0.0, 2.0, 2, 335.1872863769531, 0.9510830640792847
allen-cahn, 10, 8, 3, 0.0, 2.0, 3, 86.99922180175781, 0.9669037461280823
allen-cahn, 10, 8, 3, 0.25, 0.0, 1, 19.555139541625977, 1.3879081010818481
allen-cahn, 10, 8, 3, 0.25, 0.0, 2, 18.71031379699707, 0.9948755502700806
allen-cahn, 10, 8, 3, 0.25, 0.0, 3, 20.65582275390625, 1.3971675634384155
allen-cahn, 10, 8, 3, 0.25, 0.25, 1, 11.894057273864746, 1.425960898399353
allen-cahn, 10, 8, 3, 0.25, 0.25, 2, 18.678932189941406, 1.4205819368362427
allen-cahn, 10, 8, 3, 0.25, 0.25, 3, 8.86094856262207, 1.430977463722229
allen-cahn, 10, 8, 3, 0.25, 0.5, 1, 18.99073028564453, 1.3893096446990967
allen-cahn, 10, 8, 3, 0.25, 0.5, 2, 4.274703502655029, 1.4462519884109497
allen-cahn, 10, 8, 3, 0.25, 0.5, 3, 8.549860000610352, 1.4324076175689697
allen-cahn, 10, 8, 3, 0.25, 0.75, 1, 5.321531295776367, 1.4424618482589722
allen-cahn, 10, 8, 3, 0.25, 0.75, 2, 15.222100257873535, 1.4222296476364136
allen-cahn, 10, 8, 3, 0.25, 0.75, 3, 13.2222900390625, 1.4222512245178223
allen-cahn, 10, 8, 3, 0.25, 1.0, 1, 18.843353271484375, 1.4155936241149902
allen-cahn, 10, 8, 3, 0.25, 1.0, 2, 9.050415992736816, 1.4239929914474487
allen-cahn, 10, 8, 3, 0.25, 1.0, 3, 6.4436116218566895, 1.439011573791504
allen-cahn, 10, 8, 3, 0.25, 1.25, 1, 9.070830345153809, 1.432450771331787
allen-cahn, 10, 8, 3, 0.25, 1.25, 2, 12.771721839904785, 1.3984336853027344
allen-cahn, 10, 8, 3, 0.25, 1.25, 3, 9.802934646606445, 1.4264947175979614
allen-cahn, 10, 8, 3, 0.25, 1.5, 1, 19.443849563598633, 1.4269353151321411
allen-cahn, 10, 8, 3, 0.25, 1.5, 2, 3.9024150371551514, 1.446828007698059
allen-cahn, 10, 8, 3, 0.25, 1.5, 3, 11.659106254577637, 1.425990104675293
allen-cahn, 10, 8, 3, 0.25, 1.75, 1, 19.245176315307617, 1.4280649423599243
allen-cahn, 10, 8, 3, 0.25, 1.75, 2, 17.930740356445312, 1.410969614982605
allen-cahn, 10, 8, 3, 0.25, 1.75, 3, 17.694536209106445, 1.398554801940918
allen-cahn, 10, 8, 3, 0.25, 2.0, 1, 11.475625991821289, 1.4185256958007812
allen-cahn, 10, 8, 3, 0.25, 2.0, 2, 18.010353088378906, 1.408230185508728
allen-cahn, 10, 8, 3, 0.25, 2.0, 3, 11.426589965820312, 1.4153010845184326
allen-cahn, 10, 8, 3, 0.5, 0.0, 1, 0.02787157893180847, 0.8609364032745361
allen-cahn, 10, 8, 3, 0.5, 0.0, 2, 0.031418778002262115, 0.8732312321662903
allen-cahn, 10, 8, 3, 0.5, 0.0, 3, 0.014634396880865097, 0.5715578198432922
allen-cahn, 10, 8, 3, 0.5, 0.25, 1, 0.014530623331665993, 0.5161136388778687
allen-cahn, 10, 8, 3, 0.5, 0.25, 2, 0.008545003831386566, 0.3597290813922882
allen-cahn, 10, 8, 3, 0.5, 0.25, 3, 0.015543811954557896, 0.4732285141944885
allen-cahn, 10, 8, 3, 0.5, 0.5, 1, 0.01437887642532587, 0.5130566954612732
allen-cahn, 10, 8, 3, 0.5, 0.5, 2, 0.01491480227559805, 0.5162672400474548
allen-cahn, 10, 8, 3, 0.5, 0.5, 3, 0.001808817032724619, 0.13803714513778687
allen-cahn, 10, 8, 3, 0.5, 0.75, 1, 0.014434011653065681, 0.5133882761001587
allen-cahn, 10, 8, 3, 0.5, 0.75, 2, 0.0019375481642782688, 0.17376796901226044
allen-cahn, 10, 8, 3, 0.5, 0.75, 3, 0.014795239083468914, 0.5208121538162231
allen-cahn, 10, 8, 3, 0.5, 1.0, 1, 0.014409331604838371, 0.5104126334190369
allen-cahn, 10, 8, 3, 0.5, 1.0, 2, 0.0131410276517272, 0.43458789587020874
allen-cahn, 10, 8, 3, 0.5, 1.0, 3, 0.014641658402979374, 0.5180115103721619
allen-cahn, 10, 8, 3, 0.5, 1.25, 1, 0.014687400311231613, 0.5177831053733826
allen-cahn, 10, 8, 3, 0.5, 1.25, 2, 0.001465990673750639, 0.1166873425245285
allen-cahn, 10, 8, 3, 0.5, 1.25, 3, 0.014699088409543037, 0.519004225730896
allen-cahn, 10, 8, 3, 0.5, 1.5, 1, 0.01474425382912159, 0.5137121081352234
allen-cahn, 10, 8, 3, 0.5, 1.5, 2, 0.0015504616312682629, 0.15457873046398163
allen-cahn, 10, 8, 3, 0.5, 1.5, 3, 0.014593672007322311, 0.5172447562217712
allen-cahn, 10, 8, 3, 0.5, 1.75, 1, 0.014634767547249794, 0.5138005614280701
allen-cahn, 10, 8, 3, 0.5, 1.75, 2, 0.0008295055013149977, 0.15491046011447906
allen-cahn, 10, 8, 3, 0.5, 1.75, 3, 0.01458397600799799, 0.519698977470398
allen-cahn, 10, 8, 3, 0.5, 2.0, 1, 0.014554830268025398, 0.5148236155509949
allen-cahn, 10, 8, 3, 0.5, 2.0, 2, 0.0007959160138852894, 0.1540564000606537
allen-cahn, 10, 8, 3, 0.5, 2.0, 3, 0.014630153775215149, 0.5201626420021057
allen-cahn, 10, 8, 3, 0.75, 0.0, 1, 0.016096891835331917, 0.6339780688285828
allen-cahn, 10, 8, 3, 0.75, 0.0, 2, 0.018249906599521637, 0.5562122464179993
allen-cahn, 10, 8, 3, 0.75, 0.0, 3, 0.006419009529054165, 0.2889639437198639
allen-cahn, 10, 8, 3, 0.75, 0.25, 1, 0.0006527078803628683, 0.10083591938018799
allen-cahn, 10, 8, 3, 0.75, 0.25, 2, 0.00023903517285361886, 0.07509970664978027
allen-cahn, 10, 8, 3, 0.75, 0.25, 3, 0.00023369325208477676, 0.11105635017156601
allen-cahn, 10, 8, 3, 0.75, 0.5, 1, 0.0001957586791832, 0.07178319245576859
allen-cahn, 10, 8, 3, 0.75, 0.5, 2, 0.0006278054788708687, 0.1714388132095337
allen-cahn, 10, 8, 3, 0.75, 0.5, 3, 0.0006257036584429443, 0.15260641276836395
allen-cahn, 10, 8, 3, 0.75, 0.75, 1, 0.0031150607392191887, 0.23815186321735382
allen-cahn, 10, 8, 3, 0.75, 0.75, 2, 0.023546256124973297, 0.8830115795135498
allen-cahn, 10, 8, 3, 0.75, 0.75, 3, 0.00022362366144079715, 0.09189312905073166
allen-cahn, 10, 8, 3, 0.75, 1.0, 1, 0.0005316148162819445, 0.15082435309886932
allen-cahn, 10, 8, 3, 0.75, 1.0, 2, 0.009627090767025948, 0.9160335063934326
allen-cahn, 10, 8, 3, 0.75, 1.0, 3, 0.0004448250983841717, 0.10475652664899826
allen-cahn, 10, 8, 3, 0.75, 1.25, 1, 0.01320178247988224, 0.43160179257392883
allen-cahn, 10, 8, 3, 0.75, 1.25, 2, 0.059330135583877563, 0.8947546482086182
allen-cahn, 10, 8, 3, 0.75, 1.25, 3, 0.00020348242833279073, 0.10458379983901978
allen-cahn, 10, 8, 3, 0.75, 1.5, 1, 0.01465852465480566, 0.5173773169517517
allen-cahn, 10, 8, 3, 0.75, 1.5, 2, 0.03528010472655296, 0.9549699425697327
allen-cahn, 10, 8, 3, 0.75, 1.5, 3, 0.0004555565828923136, 0.12715654075145721
allen-cahn, 10, 8, 3, 0.75, 1.75, 1, 0.012639258056879044, 0.4086299240589142
allen-cahn, 10, 8, 3, 0.75, 1.75, 2, 0.0438515804708004, 0.8951731324195862
allen-cahn, 10, 8, 3, 0.75, 1.75, 3, 0.01401736680418253, 0.47717952728271484
allen-cahn, 10, 8, 3, 0.75, 2.0, 1, 0.01364845223724842, 0.4878537952899933
allen-cahn, 10, 8, 3, 0.75, 2.0, 2, 0.07989324629306793, 0.9057386517524719
allen-cahn, 10, 8, 3, 0.75, 2.0, 3, 0.0010901745408773422, 0.20158477127552032
allen-cahn, 10, 8, 3, 1.0, 0.0, 1, 0.016222862526774406, 0.5843047499656677
allen-cahn, 10, 8, 3, 1.0, 0.0, 2, 0.015085287392139435, 0.547837495803833
allen-cahn, 10, 8, 3, 1.0, 0.0, 3, 0.007314460817724466, 0.2907387316226959
allen-cahn, 10, 8, 3, 1.0, 0.25, 1, 0.00022425247880164534, 0.08470191061496735
allen-cahn, 10, 8, 3, 1.0, 0.25, 2, 0.00018799168174155056, 0.0910981148481369
allen-cahn, 10, 8, 3, 1.0, 0.25, 3, 0.0005276156007312238, 0.09010526537895203
allen-cahn, 10, 8, 3, 1.0, 0.5, 1, 0.00022423082555178553, 0.0902748852968216
allen-cahn, 10, 8, 3, 1.0, 0.5, 2, 0.00021190365077927709, 0.062168050557374954
allen-cahn, 10, 8, 3, 1.0, 0.5, 3, 0.00017524126451462507, 0.07954190671443939
allen-cahn, 10, 8, 3, 1.0, 0.75, 1, 0.0016035621520131826, 0.12962448596954346
allen-cahn, 10, 8, 3, 1.0, 0.75, 2, 0.07634882628917694, 0.8921939134597778
allen-cahn, 10, 8, 3, 1.0, 0.75, 3, 0.00017783304792828858, 0.07524460554122925
allen-cahn, 10, 8, 3, 1.0, 1.0, 1, 0.0004263893351890147, 0.14667122066020966
allen-cahn, 10, 8, 3, 1.0, 1.0, 2, 0.06299872696399689, 0.8960102200508118
allen-cahn, 10, 8, 3, 1.0, 1.0, 3, 0.014507446438074112, 0.9054455161094666
allen-cahn, 10, 8, 3, 1.0, 1.25, 1, 0.029996749013662338, 0.8655913472175598
allen-cahn, 10, 8, 3, 1.0, 1.25, 2, 0.07883986085653305, 0.8891758918762207
allen-cahn, 10, 8, 3, 1.0, 1.25, 3, 0.001037290901876986, 0.22074264287948608
allen-cahn, 10, 8, 3, 1.0, 1.5, 1, 0.031276635825634, 0.898963987827301
allen-cahn, 10, 8, 3, 1.0, 1.5, 2, 0.08097007125616074, 0.8727650046348572
allen-cahn, 10, 8, 3, 1.0, 1.5, 3, 0.0003846548206638545, 0.08377666026353836
allen-cahn, 10, 8, 3, 1.0, 1.75, 1, 0.050094813108444214, 0.8736522197723389
allen-cahn, 10, 8, 3, 1.0, 1.75, 2, 0.02732269838452339, 0.9025774002075195
allen-cahn, 10, 8, 3, 1.0, 1.75, 3, 0.060865048319101334, 0.9210271239280701
allen-cahn, 10, 8, 3, 1.0, 2.0, 1, 0.01887310855090618, 0.8685386180877686
allen-cahn, 10, 8, 3, 1.0, 2.0, 2, 0.020760610699653625, 0.8679966330528259
allen-cahn, 10, 8, 3, 1.0, 2.0, 3, 0.011610817164182663, 0.8807734251022339
allen-cahn, 10, 8, 3, 1.25, 0.0, 1, 0.023891495540738106, 0.5507391691207886
allen-cahn, 10, 8, 3, 1.25, 0.0, 2, 0.01627945713698864, 0.5382395386695862
allen-cahn, 10, 8, 3, 1.25, 0.0, 3, 0.009686063975095749, 0.2899753451347351
allen-cahn, 10, 8, 3, 1.25, 0.25, 1, 0.0001418009342160076, 0.07385817170143127
allen-cahn, 10, 8, 3, 1.25, 0.25, 2, 0.0002309914561919868, 0.07041262090206146
allen-cahn, 10, 8, 3, 1.25, 0.25, 3, 0.00014903733972460032, 0.08643782138824463
allen-cahn, 10, 8, 3, 1.25, 0.5, 1, 0.0002827176358550787, 0.09336981177330017
allen-cahn, 10, 8, 3, 1.25, 0.5, 2, 0.014733489602804184, 0.5131946802139282
allen-cahn, 10, 8, 3, 1.25, 0.5, 3, 0.0027361800894141197, 0.07239975780248642
allen-cahn, 10, 8, 3, 1.25, 0.75, 1, 0.00030387085280381143, 0.07914698123931885
allen-cahn, 10, 8, 3, 1.25, 0.75, 2, 0.05189507082104683, 0.8812221884727478
allen-cahn, 10, 8, 3, 1.25, 0.75, 3, 0.0725959986448288, 0.9289464354515076
allen-cahn, 10, 8, 3, 1.25, 1.0, 1, 0.019653260707855225, 0.8996953368186951
allen-cahn, 10, 8, 3, 1.25, 1.0, 2, 0.011316465213894844, 0.7616155743598938
allen-cahn, 10, 8, 3, 1.25, 1.0, 3, 0.012865820899605751, 0.4344973564147949
allen-cahn, 10, 8, 3, 1.25, 1.25, 1, 0.015248899348080158, 0.9269587397575378
allen-cahn, 10, 8, 3, 1.25, 1.25, 2, 0.01226983405649662, 0.9177897572517395
allen-cahn, 10, 8, 3, 1.25, 1.25, 3, 0.00026664286269806325, 0.061115726828575134
allen-cahn, 10, 8, 3, 1.25, 1.5, 1, 0.014918719418346882, 0.5194717049598694
allen-cahn, 10, 8, 3, 1.25, 1.5, 2, 0.011024056002497673, 0.9321258068084717
allen-cahn, 10, 8, 3, 1.25, 1.5, 3, 0.0007829920505173504, 0.11343422532081604
allen-cahn, 10, 8, 3, 1.25, 1.75, 1, 0.014751630835235119, 0.5196802020072937
allen-cahn, 10, 8, 3, 1.25, 1.75, 2, 0.04252375289797783, 0.8771136403083801
allen-cahn, 10, 8, 3, 1.25, 1.75, 3, 0.0002814197796396911, 0.1054171472787857
allen-cahn, 10, 8, 3, 1.25, 2.0, 1, 0.0006870322395116091, 0.09058795869350433
allen-cahn, 10, 8, 3, 1.25, 2.0, 2, 0.037937864661216736, 0.8765547871589661
allen-cahn, 10, 8, 3, 1.25, 2.0, 3, 0.0002482063719071448, 0.10508549213409424
allen-cahn, 10, 8, 3, 1.5, 0.0, 1, 0.014285637065768242, 0.5529903769493103
allen-cahn, 10, 8, 3, 1.5, 0.0, 2, 0.014773748815059662, 0.5071609020233154
allen-cahn, 10, 8, 3, 1.5, 0.0, 3, 0.01020567025989294, 0.3274858891963959
allen-cahn, 10, 8, 3, 1.5, 0.25, 1, 0.00010315198596799746, 0.06465651094913483
allen-cahn, 10, 8, 3, 1.5, 0.25, 2, 0.00014557590475305915, 0.06756287813186646
allen-cahn, 10, 8, 3, 1.5, 0.25, 3, 0.0002507439348846674, 0.09674208611249924
