method,pde,G,width,depth,pow_res,pow_basis,run,loss,l2
power,ac,5,64,3,1.25,1.0,2,0.0145166451111435,0.5286226272583008
power,ac,5,64,3,1.25,1.0,3,0.0133595457300543,0.5569795966148376
power,ac,5,64,3,1.5,1.0,1,0.0149255106225609,0.5344315767288208
power,ac,5,64,3,1.5,1.0,2,0.0147869605571031,0.5292913317680359
power,ac,5,64,3,1.5,1.0,3,0.0143043119460344,0.6853297352790833
power,ac,5,64,3,1.75,1.0,1,0.014492061920464,0.5633863806724548
power,ac,5,64,3,1.75,1.0,2,0.0148965418338775,0.5311580896377563
power,ac,5,64,3,1.75,1.0,3,0.0145051581785082,0.5351360440254211
power,ac,5,64,3,2.0,1.0,1,0.0143488720059394,0.5344013571739197
power,ac,5,64,3,2.0,1.0,2,0.0127343917265534,0.5533338189125061
power,ac,5,64,3,2.0,1.0,3,0.0150705492123961,0.5287448167800903
power,ac,5,64,3,0.0,1.25,1,2344.357177734375,1.943936228752136
power,ac,5,64,3,0.0,1.25,2,761.6939086914062,1.5676177740097046
power,ac,5,64,3,0.0,1.25,3,10418.337890625,2.392218589782715
power,ac,5,64,3,0.25,1.25,1,0.0146873071789741,0.6517118811607361
power,ac,5,64,3,0.25,1.25,2,0.0013907405082136,0.1477505713701248
power,ac,5,64,3,0.25,1.25,3,0.0136993434280157,0.4623146653175354
power,ac,5,64,3,0.5,1.25,1,0.0138134127482771,0.5252648591995239
power,ac,5,64,3,0.5,1.25,2,0.0145766036584973,0.5245277881622314
power,ac,5,64,3,0.5,1.25,3,0.0002183621836593,0.1423999965190887
power,ac,5,64,3,0.75,1.25,1,0.0198093093931674,0.5285424590110779
power,ac,5,64,3,0.75,1.25,2,0.0133965099230408,0.5548933744430542
power,ac,5,64,3,0.75,1.25,3,0.0151845756918191,0.5259985327720642
power,ac,5,64,3,1.0,1.25,1,0.0145169189199805,0.5296398997306824
power,ac,5,64,3,1.0,1.25,2,0.0151381567120552,0.5330298542976379
power,ac,5,64,3,1.0,1.25,3,0.0147838313132524,0.5294036865234375
power,ac,5,64,3,1.25,1.25,1,0.015163779258728,0.5688567757606506
power,ac,5,64,3,1.25,1.25,2,0.0139760002493858,0.5553775429725647
power,ac,5,64,3,1.25,1.25,3,0.0144009673967957,0.5364542603492737
power,ac,5,64,3,1.5,1.25,1,0.0122625352814793,0.6026260852813721
power,ac,5,64,3,1.5,1.25,2,0.0148697588592767,0.5243719816207886
power,ac,5,64,3,1.5,1.25,3,0.0148692550137639,0.5246051549911499
power,ac,5,64,3,1.75,1.25,1,0.0146699761971831,0.5197522044181824
power,ac,5,64,3,1.75,1.25,2,0.0149237122386693,0.5178644061088562
power,ac,5,64,3,1.75,1.25,3,0.0145241227000951,0.5331220030784607
power,ac,5,64,3,2.0,1.25,1,0.0368309170007705,0.513960599899292
power,ac,5,64,3,2.0,1.25,2,0.0149162979796528,0.5367605090141296
power,ac,5,64,3,2.0,1.25,3,0.014607835561037,0.5387446880340576
power,ac,5,64,3,0.0,1.5,1,2187.012451171875,1.9816330671310425
power,ac,5,64,3,0.0,1.5,2,707.3511352539062,1.5062568187713623
power,ac,5,64,3,0.0,1.5,3,7542.86181640625,2.354565143585205
power,ac,5,64,3,0.25,1.5,1,0.0147381424903869,0.5705896019935608
power,ac,5,64,3,0.25,1.5,2,0.0072948550805449,0.2963275611400604
power,ac,5,64,3,0.25,1.5,3,0.0130276130512356,0.5716195702552795
power,ac,5,64,3,0.5,1.5,1,0.0005448663723655,0.1755833774805069
power,ac,5,64,3,0.5,1.5,2,0.0002004619309445,0.1083267927169799
power,ac,5,64,3,0.5,1.5,3,0.0111477235332131,0.3893159627914428
power,ac,5,64,3,0.75,1.5,1,0.013779480010271,0.5289697051048279
power,ac,5,64,3,0.75,1.5,2,0.0145297097042202,0.5206181406974792
power,ac,5,64,3,0.75,1.5,3,0.0122173577547073,0.5646905899047852
power,ac,5,64,3,1.0,1.5,1,0.0135333649814128,0.5358973145484924
power,ac,5,64,3,1.0,1.5,2,0.016497652977705,0.5280329585075378
power,ac,5,64,3,1.0,1.5,3,0.0146491741761565,0.538893461227417
power,ac,5,64,3,1.25,1.5,1,0.0149735240265727,0.5382217764854431
power,ac,5,64,3,1.25,1.5,2,0.0147376069799065,0.5561895966529846
power,ac,5,64,3,1.25,1.5,3,0.0362223610281944,0.596980094909668
power,ac,5,64,3,1.5,1.5,1,0.0136555274948477,0.5508496165275574
power,ac,5,64,3,1.5,1.5,2,0.0140201868489384,0.5379816293716431
power,ac,5,64,3,1.5,1.5,3,0.0151603873819112,0.5368760228157043
power,ac,5,64,3,1.75,1.5,1,0.0144877228885889,0.5370321869850159
power,ac,5,64,3,1.75,1.5,2,0.0166337788105011,0.5397979021072388
power,ac,5,64,3,1.75,1.5,3,0.0265058483928442,0.5348995923995972
power,ac,5,64,3,2.0,1.5,1,0.0147636346518993,0.6186634302139282
power,ac,5,64,3,2.0,1.5,2,0.0165354330092668,0.5351476669311523
power,ac,5,64,3,2.0,1.5,3,0.0139754470437765,0.5495797991752625
power,ac,5,64,3,0.0,1.75,1,2243.6279296875,1.990692377090454
power,ac,5,64,3,0.0,1.75,2,785.4505615234375,1.5736182928085327
power,ac,5,64,3,0.0,1.75,3,6791.22509765625,2.308084726333618
power,ac,5,64,3,0.25,1.75,1,0.0139475064352154,0.5803140997886658
power,ac,5,64,3,0.25,1.75,2,0.0023830293212085,0.2346280813217163
power,ac,5,64,3,0.25,1.75,3,0.0140850152820348,0.6809370517730713
power,ac,5,64,3,0.5,1.75,1,0.013503897935152,0.5141258835792542
power,ac,5,64,3,0.5,1.75,2,0.0144329201430082,0.527386486530304
power,ac,5,64,3,0.5,1.75,3,0.0226643178611993,0.510483980178833
power,ac,5,64,3,0.75,1.75,1,0.0130523117259144,0.3760519027709961
power,ac,5,64,3,0.75,1.75,2,0.0150051740929484,0.5261430740356445
power,ac,5,64,3,0.75,1.75,3,0.0148171111941337,0.527311384677887
power,ac,5,64,3,1.0,1.75,1,0.0150577882304787,0.5317851305007935
power,ac,5,64,3,1.0,1.75,2,0.014833296649158,0.5282530188560486
power,ac,5,64,3,1.0,1.75,3,0.0146038085222244,0.5344133973121643
power,ac,5,64,3,1.25,1.75,1,0.0804047882556915,0.6026790738105774
power,ac,5,64,3,1.25,1.75,2,0.0150559591129422,0.5300778746604919
power,ac,5,64,3,1.25,1.75,3,0.0153212491422891,0.5466339588165283
power,ac,5,64,3,1.5,1.75,1,0.0149328475818037,0.5303674340248108
power,ac,5,64,3,1.5,1.75,2,0.0153122553601861,0.5356230139732361
power,ac,5,64,3,1.5,1.75,3,0.0145584754645824,0.540805459022522
power,ac,5,64,3,1.75,1.75,1,17.86286163330078,1.0088621377944946
power,ac,5,64,3,1.75,1.75,2,0.0139008900150656,0.5672353506088257
power,ac,5,64,3,1.75,1.75,3,0.014615312218666,0.5492768883705139
power,ac,5,64,3,2.0,1.75,1,0.0150782652199268,0.5312372446060181
power,ac,5,64,3,2.0,1.75,2,0.0139464354142546,0.5650264024734497
power,ac,5,64,3,2.0,1.75,3,0.0146742854267358,0.530852198600769
power,ac,5,64,3,0.0,2.0,1,2205.14013671875,2.0023748874664307
power,ac,5,64,3,0.0,2.0,2,884.2548828125,1.5964114665985107
power,ac,5,64,3,0.0,2.0,3,6715.185546875,2.16965389251709
power,ac,5,64,3,0.25,2.0,1,0.0136582814157009,0.6275826096534729
power,ac,5,64,3,0.25,2.0,2,0.0085936477407813,0.3266505002975464
power,ac,5,64,3,0.25,2.0,3,0.0626968815922737,0.5885741114616394
power,ac,5,64,3,0.5,2.0,1,0.0135325193405151,0.5376981496810913
power,ac,5,64,3,0.5,2.0,2,0.0133981769904494,0.510711669921875
power,ac,5,64,3,0.5,2.0,3,0.0055758282542228,0.5226853489875793
power,ac,5,64,3,0.75,2.0,1,0.0151431020349264,0.5324095487594604
power,ac,5,64,3,0.75,2.0,2,0.0313098356127738,0.5291174650192261
power,ac,5,64,3,0.75,2.0,3,0.0177582893520593,0.5257923603057861
power,ac,5,64,3,1.0,2.0,1,0.0149432756006717,0.5327440500259399
power,ac,5,64,3,1.0,2.0,2,0.0144600886851549,0.5578579902648926
power,ac,5,64,3,1.0,2.0,3,0.0150562888011336,0.5297759771347046
power,ac,5,64,3,1.25,2.0,1,0.013134685344994,0.5452406406402588
power,ac,5,64,3,1.25,2.0,2,0.0146641079336404,0.5336601138114929
power,ac,5,64,3,1.25,2.0,3,0.0135332979261875,0.5609171390533447
power,ac,5,64,3,1.5,2.0,1,1.2119419574737549,0.9918059706687928
power,ac,5,64,3,1.5,2.0,2,0.0148267056792974,0.5396514534950256
power,ac,5,64,3,1.5,2.0,3,0.0142416581511497,0.553001880645752
power,ac,5,64,3,1.75,2.0,1,0.0230818055570125,0.8330037593841553
power,ac,5,64,3,1.75,2.0,2,0.0151814213022589,0.5339245796203613
power,ac,5,64,3,1.75,2.0,3,0.0176125075668096,0.5341874957084656
power,ac,5,64,3,2.0,2.0,1,0.0146066984161734,0.525802731513977
power,ac,5,64,3,2.0,2.0,2,0.0158777851611375,0.5277211666107178
power,ac,5,64,3,2.0,2.0,3,0.0141079975292086,0.6185300946235657
power,ac,5,2,4,0.0,0.0,1,17.818126678466797,1.4086211919784546
power,ac,5,2,4,0.0,0.0,2,19.71393394470215,1.4360398054122925
power,ac,5,2,4,0.0,0.0,3,17.16803550720215,1.403054118156433
power,ac,5,2,4,0.25,0.0,1,18.63663673400879,1.4385484457015991
power,ac,5,2,4,0.25,0.0,2,19.667423248291016,1.4351359605789185
power,ac,5,2,4,0.25,0.0,3,18.653980255126957,1.402906894683838
power,ac,5,2,4,0.5,0.0,1,18.58296585083008,1.4409631490707395
power,ac,5,2,4,0.5,0.0,2,19.468505859375,1.433802604675293
power,ac,5,2,4,0.5,0.0,3,17.615264892578125,1.37474524974823
power,ac,5,2,4,0.75,0.0,1,18.32329559326172,1.4277677536010742
power,ac,5,2,4,0.75,0.0,2,19.520627975463867,1.4291856288909912
power,ac,5,2,4,0.75,0.0,3,19.520227432250977,1.4336836338043213
power,ac,5,2,4,1.0,0.0,1,19.012636184692383,1.449174165725708
power,ac,5,2,4,1.0,0.0,2,19.589941024780277,1.433681607246399
power,ac,5,2,4,1.0,0.0,3,18.186115264892575,1.4016292095184326
power,ac,5,2,4,1.25,0.0,1,18.864595413208008,1.4152336120605469
power,ac,5,2,4,1.25,0.0,2,19.52049827575684,1.433382868766785
power,ac,5,2,4,1.25,0.0,3,19.433439254760746,1.418045997619629
power,ac,5,2,4,1.5,0.0,1,18.44046974182129,1.4104490280151367
power,ac,5,2,4,1.5,0.0,2,19.57157516479492,1.4341334104537964
power,ac,5,2,4,1.5,0.0,3,19.050424575805664,1.406599521636963
power,ac,5,2,4,1.75,0.0,1,19.152250289916992,1.4493062496185305
power,ac,5,2,4,1.75,0.0,2,19.46558380126953,1.4303016662597656
power,ac,5,2,4,1.75,0.0,3,19.384822845458984,1.420868158340454
power,ac,5,2,4,2.0,0.0,1,18.422740936279297,1.4198545217514038
power,ac,5,2,4,2.0,0.0,2,19.65121459960937,1.436322808265686
power,ac,5,2,4,2.0,0.0,3,16.384876251220703,1.359847068786621
power,ac,5,2,4,0.0,0.25,1,1.755836009979248,0.86800217628479
power,ac,5,2,4,0.0,0.25,2,0.3524842262268066,1.004625678062439
power,ac,5,2,4,0.0,0.25,3,0.3648958504199981,0.8106555938720703
power,ac,5,2,4,0.25,0.25,1,4.664168357849121,1.0743000507354736
power,ac,5,2,4,0.25,0.25,2,0.0154022276401519,0.5464814901351929
power,ac,5,2,4,0.25,0.25,3,1.0861104726791382,0.9073609113693236
power,ac,5,2,4,0.5,0.25,1,0.8446080088615417,0.9458014965057372
power,ac,5,2,4,0.5,0.25,2,0.6131553649902344,0.9971829652786256
power,ac,5,2,4,0.5,0.25,3,0.0336025618016719,0.7792275547981262
power,ac,5,2,4,0.75,0.25,1,0.0329906903207302,0.6545132994651794
power,ac,5,2,4,0.75,0.25,2,0.1237097084522247,0.6741379499435425
power,ac,5,2,4,0.75,0.25,3,0.0404938533902168,0.9844995141029358
power,ac,5,2,4,1.0,0.25,1,0.4111016988754272,0.9146445989608764
power,ac,5,2,4,1.0,0.25,2,0.0150561677291989,0.5426126718521118
power,ac,5,2,4,1.0,0.25,3,0.0613899603486061,1.0365338325500488
power,ac,5,2,4,1.25,0.25,1,0.6338663101196289,0.9795992970466614
power,ac,5,2,4,1.25,0.25,2,0.0141603387892246,0.5431614518165588
power,ac,5,2,4,1.25,0.25,3,0.0449297726154327,0.997784435749054
power,ac,5,2,4,1.5,0.25,1,0.6013833284378052,0.9474426507949828
power,ac,5,2,4,1.5,0.25,2,0.015631079673767,0.5523008704185486
power,ac,5,2,4,1.5,0.25,3,0.0293902792036533,0.6412038207054138
power,ac,5,2,4,1.75,0.25,1,0.6418415307998657,0.9349531531333924
power,ac,5,2,4,1.75,0.25,2,0.0147204529494047,0.5408570766448975
power,ac,5,2,4,1.75,0.25,3,0.0267555080354213,0.6041699647903442
power,ac,5,2,4,2.0,0.25,1,0.7691634297370911,0.8950842022895813
power,ac,5,2,4,2.0,0.25,2,0.0143972048535943,0.5418291091918945
power,ac,5,2,4,2.0,0.25,3,0.033064104616642,0.6381335258483887
power,ac,5,2,4,0.0,0.5,1,0.0156697239726781,0.5546448826789856
power,ac,5,2,4,0.0,0.5,2,0.2112576514482498,0.8249441981315613
power,ac,5,2,4,0.0,0.5,3,0.0153849953785538,0.537784218788147
power,ac,5,2,4,0.25,0.5,1,2.0721676349639893,0.9905008673667908
power,ac,5,2,4,0.25,0.5,2,0.4154865145683288,0.8255967497825623
power,ac,5,2,4,0.25,0.5,3,0.6737606525421143,0.9446783065795898
power,ac,5,2,4,0.5,0.5,1,1.1729066371917725,0.9412083625793456
power,ac,5,2,4,0.5,0.5,2,1.391873478889465,0.9552572965621948
power,ac,5,2,4,0.5,0.5,3,1.4884339570999146,0.9849671125411988
power,ac,5,2,4,0.75,0.5,1,0.0150104900822043,0.5320072770118713
power,ac,5,2,4,0.75,0.5,2,0.0152609860524535,0.5305531620979309
power,ac,5,2,4,0.75,0.5,3,1.331692814826965,0.965768814086914
power,ac,5,2,4,1.0,0.5,1,0.415353924036026,0.9993780255317688
power,ac,5,2,4,1.0,0.5,2,0.0152715407311916,0.5362988114356995
power,ac,5,2,4,1.0,0.5,3,1.0621395111083984,0.9788407683372498
power,ac,5,2,4,1.25,0.5,1,0.8038184642791748,0.9623585939407348
power,ac,5,2,4,1.25,0.5,2,0.0154139613732695,0.5365920662879944
power,ac,5,2,4,1.25,0.5,3,0.0149117093533277,0.5264598727226257
power,ac,5,2,4,1.5,0.5,1,1.3225715160369873,0.9675920605659484
power,ac,5,2,4,1.5,0.5,2,0.0154789583757519,0.536461591720581
power,ac,5,2,4,1.5,0.5,3,0.0154964672401547,0.5385604500770569
power,ac,5,2,4,1.75,0.5,1,0.3244936764240265,0.7993326783180237
power,ac,5,2,4,1.75,0.5,2,0.0153165999799966,0.5366837978363037
power,ac,5,2,4,1.75,0.5,3,0.8883448243141174,0.9163105487823486
power,ac,5,2,4,2.0,0.5,1,1.1616476774215698,0.938847541809082
power,ac,5,2,4,2.0,0.5,2,0.015395576134324,0.5362914204597473
power,ac,5,2,4,2.0,0.5,3,0.3657652139663696,0.961725890636444
power,ac,5,2,4,0.0,0.75,1,0.0152980247512459,0.5366542935371399
power,ac,5,2,4,0.0,0.75,2,0.1897021234035492,0.9007814526557922
power,ac,5,2,4,0.0,0.75,3,0.015298057347536,0.5308606028556824
power,ac,5,2,4,0.25,0.75,1,0.0151536483317613,0.5352668762207031
power,ac,5,2,4,0.25,0.75,2,0.0147732747718691,0.5225463509559631
power,ac,5,2,4,0.25,0.75,3,0.0155691737309098,0.5327962040901184
power,ac,5,2,4,0.5,0.75,1,0.0151498168706893,0.5340884327888489
power,ac,5,2,4,0.5,0.75,2,0.0153070613741874,0.5344185829162598
power,ac,5,2,4,0.5,0.75,3,0.0176699943840503,0.5319676995277405
power,ac,5,2,4,0.75,0.75,1,0.0149621609598398,0.5277412533760071
power,ac,5,2,4,0.75,0.75,2,0.0153854321688413,0.5382850766181946
power,ac,5,2,4,0.75,0.75,3,0.0152352536097168,0.5317628383636475
power,ac,5,2,4,1.0,0.75,1,0.0152164883911609,0.5356674194335938
power,ac,5,2,4,1.0,0.75,2,0.0152533017098903,0.5357418656349182
power,ac,5,2,4,1.0,0.75,3,0.0153207657858729,0.5338736176490784
power,ac,5,2,4,1.25,0.75,1,0.0150914434343576,0.5355075597763062
power,ac,5,2,4,1.25,0.75,2,0.015303611755371,0.5371824502944946
power,ac,5,2,4,1.25,0.75,3,0.0153463650494813,0.534198522567749
power,ac,5,2,4,1.5,0.75,1,0.0152443051338195,0.5369718074798584
power,ac,5,2,4,1.5,0.75,2,0.0152511158958077,0.5371788144111633
power,ac,5,2,4,1.5,0.75,3,0.0153514165431261,0.5362834334373474
power,ac,5,2,4,1.75,0.75,1,0.0153250219300389,0.5357657074928284
power,ac,5,2,4,1.75,0.75,2,0.0152744762599468,0.5362887978553772
power,ac,5,2,4,1.75,0.75,3,0.0153673514723777,0.5368142127990723
power,ac,5,2,4,2.0,0.75,1,0.0153284585103392,0.5356633067131042
power,ac,5,2,4,2.0,0.75,2,0.0152976028621196,0.5366908311843872
power,ac,5,2,4,2.0,0.75,3,0.015442069619894,0.5360665321350098
power,ac,5,2,4,0.0,1.0,1,0.0153080960735678,0.528815507888794
power,ac,5,2,4,0.0,1.0,2,0.0152589026838541,0.5407301187515259
power,ac,5,2,4,0.0,1.0,3,0.0150900669395923,0.529090940952301
power,ac,5,2,4,0.25,1.0,1,0.0150906201452016,0.5248661041259766
power,ac,5,2,4,0.25,1.0,2,0.015218754298985,0.5336806774139404
power,ac,5,2,4,0.25,1.0,3,0.0152338501065969,0.5352960228919983
power,ac,5,2,4,0.5,1.0,1,0.0151093350723385,0.5333899855613708
power,ac,5,2,4,0.5,1.0,2,0.0153378741815686,0.5345308780670166
power,ac,5,2,4,0.5,1.0,3,0.0154774608090519,0.5389025211334229
power,ac,5,2,4,0.75,1.0,1,0.0152986776083707,0.5364158749580383
power,ac,5,2,4,0.75,1.0,2,0.0157571490854024,0.5349293947219849
power,ac,5,2,4,0.75,1.0,3,0.0154068041592836,0.5376150608062744
power,ac,5,2,4,1.0,1.0,1,0.0149807035923004,0.5246341824531555
power,ac,5,2,4,1.0,1.0,2,0.4668114185333252,0.9436913132667542
power,ac,5,2,4,1.0,1.0,3,0.015341330319643,0.5344578623771667
power,ac,5,2,4,1.25,1.0,1,0.0153416646644473,0.5358641743659973
power,ac,5,2,4,1.25,1.0,2,0.1007604598999023,0.998132824897766
power,ac,5,2,4,1.25,1.0,3,0.0153147187083959,0.5346894860267639
power,ac,5,2,4,1.5,1.0,1,0.0152203710749745,0.5340035557746887
power,ac,5,2,4,1.5,1.0,2,0.295139878988266,0.9324070811271667
power,ac,5,2,4,1.5,1.0,3,0.015321422368288,0.5337831377983093
power,ac,5,2,4,1.75,1.0,1,0.015165964141488,0.5377562642097473
power,ac,5,2,4,1.75,1.0,2,0.1398783475160598,0.8879125714302063
power,ac,5,2,4,1.75,1.0,3,0.015282891690731,0.5334529280662537
power,ac,5,2,4,2.0,1.0,1,0.0151591096073389,0.5380582213401794
power,ac,5,2,4,2.0,1.0,2,0.2677605450153351,0.9438468217849731
power,ac,5,2,4,2.0,1.0,3,0.0152511000633239,0.5339661836624146
power,ac,5,2,4,0.0,1.25,1,0.0154924113303422,0.5448695421218872
power,ac,5,2,4,0.0,1.25,2,0.0169641021639108,0.5522956848144531
power,ac,5,2,4,0.0,1.25,3,0.0153219699859619,0.5351285338401794
power,ac,5,2,4,0.25,1.25,1,0.0151048293337225,0.5284052491188049
power,ac,5,2,4,0.25,1.25,2,0.0151704140007495,0.5353320837020874
power,ac,5,2,4,0.25,1.25,3,0.0153023535385727,0.5340012311935425
power,ac,5,2,4,0.5,1.25,1,0.015366650186479,0.5364419221878052
power,ac,5,2,4,0.5,1.25,2,0.0153856975957751,0.5388532280921936
power,ac,5,2,4,0.5,1.25,3,0.0153889041393995,0.5361855626106262
power,ac,5,2,4,0.75,1.25,1,0.0154664935544133,0.534542977809906
power,ac,5,2,4,0.75,1.25,2,0.0153513066470623,0.5357153415679932
power,ac,5,2,4,0.75,1.25,3,0.0154696069657802,0.5366621613502502
power,ac,5,2,4,1.0,1.25,1,0.0153593150898814,0.5353718400001526
power,ac,5,2,4,1.0,1.25,2,0.0152805224061012,0.5359781980514526
power,ac,5,2,4,1.0,1.25,3,0.0153597677126526,0.5365937948226929
power,ac,5,2,4,1.25,1.25,1,0.0152809079736471,0.5348723530769348
power,ac,5,2,4,1.25,1.25,2,0.0151259461417794,0.5336469411849976
power,ac,5,2,4,1.25,1.25,3,0.0153895318508148,0.5341283082962036
power,ac,5,2,4,1.5,1.25,1,0.015283728018403,0.5347473621368408
power,ac,5,2,4,1.5,1.25,2,0.3733000755310058,0.8994209170341492
power,ac,5,2,4,1.5,1.25,3,0.015378369949758,0.5385234951972961
power,ac,5,2,4,1.75,1.25,1,0.0153547702357172,0.5339535474777222
power,ac,5,2,4,1.75,1.25,2,0.2276332378387451,0.9139858484268188
power,ac,5,2,4,1.75,1.25,3,0.0155179193243384,0.538649320602417
power,ac,5,2,4,2.0,1.25,1,0.0153890987858176,0.5351928472518921
power,ac,5,2,4,2.0,1.25,2,0.1491853594779968,0.8346317410469055
power,ac,5,2,4,2.0,1.25,3,0.0153784435242414,0.535549521446228
power,ac,5,2,4,0.0,1.5,1,0.0152400592342019,0.5296776294708252
power,ac,5,2,4,0.0,1.5,2,0.2811786532402038,0.7741528749465942
power,ac,5,2,4,0.0,1.5,3,0.0155412927269935,0.5349387526512146
power,ac,5,2,4,0.25,1.5,1,0.015267102047801,0.5402140617370605
power,ac,5,2,4,0.25,1.5,2,0.0153902359306812,0.5375208258628845
power,ac,5,2,4,0.25,1.5,3,0.0153009472414851,0.5343286991119385
power,ac,5,2,4,0.5,1.5,1,0.0153452819213271,0.5346991419792175
power,ac,5,2,4,0.5,1.5,2,0.22809699177742,0.9646009802818298
power,ac,5,2,4,0.5,1.5,3,0.015390645712614,0.5384098887443542
power,ac,5,2,4,0.75,1.5,1,0.0154788494110107,0.5373519062995911
power,ac,5,2,4,0.75,1.5,2,0.0153182744979858,0.5338019728660583
power,ac,5,2,4,0.75,1.5,3,0.0152834225445985,0.5345280170440674
power,ac,5,2,4,1.0,1.5,1,0.0154430018737912,0.5360258221626282
power,ac,5,2,4,1.0,1.5,2,0.0153241977095603,0.5382154583930969
power,ac,5,2,4,1.0,1.5,3,0.0153846824541687,0.5365185737609863
power,ac,5,2,4,1.25,1.5,1,0.0152911422774195,0.5371962785720825
power,ac,5,2,4,1.25,1.5,2,0.0151866702362895,0.5359410643577576
power,ac,5,2,4,1.25,1.5,3,0.0154311005026102,0.5367631912231445
power,ac,5,2,4,1.5,1.5,1,0.0152475200593471,0.5370113253593445
power,ac,5,2,4,1.5,1.5,2,0.0152116240933537,0.5355951189994812
power,ac,5,2,4,1.5,1.5,3,0.0153164742514491,0.5373737215995789
power,ac,5,2,4,1.75,1.5,1,0.0152794225141406,0.5376627445220947
power,ac,5,2,4,1.75,1.5,2,0.0152284763753414,0.5358845591545105
power,ac,5,2,4,1.75,1.5,3,0.01527891587466,0.533949077129364
power,ac,5,2,4,2.0,1.5,1,0.0152993369847536,0.5385968089103699
power,ac,5,2,4,2.0,1.5,2,0.0152011848986148,0.5353952646255493
power,ac,5,2,4,2.0,1.5,3,0.0151419397443532,0.5393550992012024
power,ac,5,2,4,0.0,1.75,1,0.015186320990324,0.52899569272995
power,ac,5,2,4,0.0,1.75,2,0.083569087088108,0.9365797638893129
power,ac,5,2,4,0.0,1.75,3,0.0152492132037878,0.5336087346076965
power,ac,5,2,4,0.25,1.75,1,0.0153443105518817,0.5416719913482666
power,ac,5,2,4,0.25,1.75,2,0.0152223305776715,0.5358737707138062
power,ac,5,2,4,0.25,1.75,3,0.0153277311474084,0.5337421298027039
power,ac,5,2,4,0.5,1.75,1,0.0153679205104708,0.5390551686286926
power,ac,5,2,4,0.5,1.75,2,0.2260083705186844,0.8882321119308472
power,ac,5,2,4,0.5,1.75,3,0.0153058329597115,0.537416398525238
power,ac,5,2,4,0.75,1.75,1,0.0153724700212478,0.5371211171150208
power,ac,5,2,4,0.75,1.75,2,0.0152566051110625,0.5351173877716064
power,ac,5,2,4,0.75,1.75,3,0.0152914756909012,0.5341050624847412
power,ac,5,2,4,1.0,1.75,1,0.0154038462787866,0.5372787117958069
power,ac,5,2,4,1.0,1.75,2,0.0150611568242311,0.536081075668335
power,ac,5,2,4,1.0,1.75,3,0.0150316664949059,0.531859278678894
power,ac,5,2,4,1.25,1.75,1,0.0153866913169622,0.5369123220443726
power,ac,5,2,4,1.25,1.75,2,0.0152931688353419,0.5363100171089172
power,ac,5,2,4,1.25,1.75,3,0.015061242505908,0.5322523713111877
power,ac,5,2,4,1.5,1.75,1,0.015456847846508,0.5375223755836487
power,ac,5,2,4,1.5,1.75,2,0.0153070716187357,0.5360413789749146
power,ac,5,2,4,1.5,1.75,3,0.0153570361435413,0.5365830063819885
power,ac,5,2,4,1.75,1.75,1,0.0152015462517738,0.5344832539558411
power,ac,5,2,4,1.75,1.75,2,0.0152373434975743,0.5348682403564453
power,ac,5,2,4,1.75,1.75,3,0.0153958648443222,0.5355023145675659
power,ac,5,2,4,2.0,1.75,1,0.0152932265773415,0.5376694202423096
power,ac,5,2,4,2.0,1.75,2,0.0152113121002912,0.5329988598823547
power,ac,5,2,4,2.0,1.75,3,0.0153176449239254,0.536189079284668
power,ac,5,2,4,0.0,2.0,1,0.015114271081984,0.5269384980201721
power,ac,5,2,4,0.0,2.0,2,0.0154001815244555,0.5404426455497742
power,ac,5,2,4,0.0,2.0,3,0.0153050944209098,0.5394183993339539
power,ac,5,2,4,0.25,2.0,1,0.0152673842385411,0.5396075248718262
power,ac,5,2,4,0.25,2.0,2,0.0152036473155021,0.534828782081604
power,ac,5,2,4,0.25,2.0,3,0.0153120886534452,0.5340816378593445
power,ac,5,2,4,0.5,2.0,1,0.0153731806203722,0.5400521159172058
power,ac,5,2,4,0.5,2.0,2,0.0152883846312761,0.5342752933502197
power,ac,5,2,4,0.5,2.0,3,0.0153722129762172,0.541564404964447
power,ac,5,2,4,0.75,2.0,1,0.0153873208910226,0.5340486168861389
power,ac,5,2,4,0.75,2.0,2,0.0152004761621356,0.5345257520675659
power,ac,5,2,4,0.75,2.0,3,0.0150127168744802,0.5340954065322876
power,ac,5,2,4,1.0,2.0,1,0.0153802130371332,0.5391541123390198
power,ac,5,2,4,1.0,2.0,2,0.1727024912834167,0.9474424123764038
power,ac,5,2,4,1.0,2.0,3,0.0152347926050424,0.535322368144989
power,ac,5,2,4,1.25,2.0,1,0.0153521718457341,0.5375427603721619
power,ac,5,2,4,1.25,2.0,2,0.0152738839387893,0.5378961563110352
power,ac,5,2,4,1.25,2.0,3,0.3772540688514709,0.9094504714012146
power,ac,5,2,4,1.5,2.0,1,0.0152677781879901,0.5379524827003479
power,ac,5,2,4,1.5,2.0,2,0.0153386648744344,0.5361920595169067
power,ac,5,2,4,1.5,2.0,3,0.0152981709688901,0.5408292412757874
power,ac,5,2,4,1.75,2.0,1,0.0155040249228477,0.5390173196792603
power,ac,5,2,4,1.75,2.0,2,0.0153153417631983,0.5368140339851379
power,ac,5,2,4,1.75,2.0,3,0.0155113628134131,0.5369186401367188
power,ac,5,2,4,2.0,2.0,1,0.0153542896732687,0.5367700457572937
power,ac,5,2,4,2.0,2.0,2,0.0155089432373642,0.5353022217750549
