pde, G, width, depth, run, loss, l2
allen-cahn, 10, 64, 3, 3, 0.014117068611085415, 0.6809415817260742
allen-cahn, 10, 64, 3, 4, 0.022404920309782028, 0.7757143378257751
allen-cahn, 10, 64, 3, 5, 0.02236989699304104, 0.706291913986206
allen-cahn, 10, 2, 4, 1, 1.1302112340927124, 0.9913713932037354
allen-cahn, 10, 2, 4, 2, 0.6583634614944458, 0.9213091135025024
allen-cahn, 10, 2, 4, 3, 0.6290829181671143, 0.91070955991745
allen-cahn, 10, 2, 4, 4, 0.7181622982025146, 0.9201644062995911
allen-cahn, 10, 2, 4, 5, 0.8820385336875916, 0.9867395162582397
allen-cahn, 10, 4, 4, 1, 0.014717882499098778, 0.5183877348899841
allen-cahn, 10, 4, 4, 2, 0.030470624566078186, 0.8540600538253784
allen-cahn, 10, 4, 4, 3, 0.014728337526321411, 0.5209101438522339
allen-cahn, 10, 4, 4, 4, 0.014727029949426651, 0.5158281326293945
allen-cahn, 10, 4, 4, 5, 0.048032246530056, 0.9203684329986572
allen-cahn, 10, 8, 4, 1, 0.014346293173730373, 0.5117149353027344
allen-cahn, 10, 8, 4, 2, 0.005876299925148487, 0.2687532305717468
allen-cahn, 10, 8, 4, 3, 0.014745069667696953, 0.5203865766525269
allen-cahn, 10, 8, 4, 4, 0.001103677088394761, 0.13131432235240936
allen-cahn, 10, 8, 4, 5, 0.014776173047721386, 0.5167433619499207
allen-cahn, 10, 16, 4, 1, 0.014510180801153183, 0.5243983268737793
allen-cahn, 10, 16, 4, 2, 0.014397735707461834, 0.5174450278282166
allen-cahn, 10, 16, 4, 3, 0.014782913029193878, 0.5278160572052002
allen-cahn, 10, 16, 4, 4, 0.013868642970919609, 0.5319360494613647
allen-cahn, 10, 16, 4, 5, 0.014021188020706177, 0.517533004283905
allen-cahn, 10, 32, 4, 1, 0.012792856432497501, 0.5418903231620789
allen-cahn, 10, 32, 4, 2, 0.012065861374139786, 0.5524406433105469
allen-cahn, 10, 32, 4, 3, 0.015674352645874023, 0.5216172933578491
allen-cahn, 10, 32, 4, 4, 0.014268312603235245, 0.5338968634605408
allen-cahn, 10, 32, 4, 5, 0.01857600174844265, 0.5479921698570251
allen-cahn, 10, 64, 4, 1, 0.022274402901530266, 0.6010844111442566
allen-cahn, 10, 64, 4, 2, 0.01568416878581047, 0.5635920166969299
allen-cahn, 10, 64, 4, 3, 0.01592978462576866, 0.6794032454490662
allen-cahn, 10, 64, 4, 4, 0.013535110279917717, 0.619106113910675
allen-cahn, 10, 64, 4, 5, 0.018802130594849586, 0.6072582006454468
allen-cahn, 20, 2, 1, 1, 0.6809095144271851, 1.2370002269744873
allen-cahn, 20, 2, 1, 2, 0.62892746925354, 1.0007684230804443
allen-cahn, 20, 2, 1, 3, 0.014807363972067833, 0.5192014575004578
allen-cahn, 20, 2, 1, 4, 0.014928516931831837, 0.5150772929191589
allen-cahn, 20, 2, 1, 5, 0.5859746932983398, 1.0673104524612427
allen-cahn, 20, 4, 1, 1, 0.01515735499560833, 0.5193063616752625
allen-cahn, 20, 4, 1, 2, 0.08111930638551712, 0.9807794690132141
allen-cahn, 20, 4, 1, 3, 0.015240100212395191, 0.5308364033699036
allen-cahn, 20, 4, 1, 4, 0.015764838084578514, 0.5707152485847473
allen-cahn, 20, 4, 1, 5, 0.014941598288714886, 0.5043212175369263
allen-cahn, 20, 8, 1, 1, 0.01394026167690754, 0.46086645126342773
allen-cahn, 20, 8, 1, 2, 0.014257035218179226, 0.47567686438560486
allen-cahn, 20, 8, 1, 3, 0.004154157359153032, 0.18077901005744934
allen-cahn, 20, 8, 1, 4, 0.006165130063891411, 0.21627669036388397
allen-cahn, 20, 8, 1, 5, 0.01366760116070509, 0.4637549817562103
allen-cahn, 20, 16, 1, 1, 0.010751799680292606, 0.3436627686023712
allen-cahn, 20, 16, 1, 2, 0.0038772711995989084, 0.23303943872451782
allen-cahn, 20, 16, 1, 3, 0.0028848545625805855, 0.2005671113729477
allen-cahn, 20, 16, 1, 4, 0.015209391713142395, 0.5297356843948364
allen-cahn, 20, 16, 1, 5, 0.008409567177295685, 0.288359135389328
allen-cahn, 20, 32, 1, 1, 0.009372701868414879, 0.33553725481033325
allen-cahn, 20, 32, 1, 2, 0.009195693768560886, 0.37312087416648865
allen-cahn, 20, 32, 1, 3, 0.011667252518236637, 0.35865452885627747
allen-cahn, 20, 32, 1, 4, 0.004684451036155224, 0.26608380675315857
allen-cahn, 20, 32, 1, 5, 0.0037199247162789106, 0.2789835035800934
allen-cahn, 20, 64, 1, 1, 0.009041830897331238, 0.3888653814792633
allen-cahn, 20, 64, 1, 2, 0.014488857239484787, 0.5303574800491333
allen-cahn, 20, 64, 1, 3, 0.009707845747470856, 0.3907070457935333
allen-cahn, 20, 64, 1, 4, 0.0142859211191535, 0.5269044041633606
allen-cahn, 20, 64, 1, 5, 0.01194704044610262, 0.44130203127861023
allen-cahn, 20, 2, 2, 1, 0.1383797973394394, 1.0153216123580933
allen-cahn, 20, 2, 2, 2, 0.6794513463973999, 0.9792958498001099
allen-cahn, 20, 2, 2, 3, 0.9625577926635742, 0.9358249306678772
allen-cahn, 20, 2, 2, 4, 0.05552128702402115, 1.0911593437194824
allen-cahn, 20, 2, 2, 5, 0.014748110435903072, 0.5204480290412903
allen-cahn, 20, 4, 2, 1, 0.0492984913289547, 0.9931812882423401
allen-cahn, 20, 4, 2, 2, 0.008804017677903175, 0.9689833521842957
allen-cahn, 20, 4, 2, 3, 0.01433298084884882, 0.511920690536499
allen-cahn, 20, 4, 2, 4, 0.14991608262062073, 0.9724932312965393
allen-cahn, 20, 4, 2, 5, 0.011293742805719376, 0.8650954365730286
allen-cahn, 20, 8, 2, 1, 0.013004513457417488, 0.41192054748535156
allen-cahn, 20, 8, 2, 2, 0.00025283830473199487, 0.07802527397871017
allen-cahn, 20, 8, 2, 3, 0.013704480603337288, 0.47727465629577637
allen-cahn, 20, 8, 2, 4, 0.0004025557718705386, 0.09151172637939453
allen-cahn, 20, 8, 2, 5, 0.0006766752921976149, 0.15677732229232788
allen-cahn, 20, 16, 2, 1, 0.0003141472698189318, 0.09168041497468948
allen-cahn, 20, 16, 2, 2, 0.00027643973589874804, 0.08463866263628006
allen-cahn, 20, 16, 2, 3, 0.0001672658254392445, 0.07775671035051346
allen-cahn, 20, 16, 2, 4, 0.0004560525412671268, 0.0779813602566719
allen-cahn, 20, 16, 2, 5, 0.0004525373224169016, 0.13881945610046387
allen-cahn, 20, 32, 2, 1, 0.005914593115448952, 0.5610326528549194
allen-cahn, 20, 32, 2, 2, 0.0009832193609327078, 0.14029066264629364
allen-cahn, 20, 32, 2, 3, 0.012787558138370514, 0.4520777463912964
allen-cahn, 20, 32, 2, 4, 0.0014677682192996144, 0.1166161522269249
allen-cahn, 20, 32, 2, 5, 0.0007869335822761059, 0.14166788756847382
allen-cahn, 20, 64, 2, 1, 0.10688193142414093, 0.6703344583511353
allen-cahn, 20, 64, 2, 2, 0.016576601192355156, 0.6024240851402283
allen-cahn, 20, 64, 2, 3, 0.014384962618350983, 0.6673399806022644
allen-cahn, 20, 64, 2, 4, 0.5268654227256775, 1.262340784072876
allen-cahn, 20, 64, 2, 5, 0.012348499149084091, 0.6499236226081848
allen-cahn, 20, 2, 3, 1, 0.431131511926651, 1.0289093255996704
allen-cahn, 20, 2, 3, 2, 0.4255484938621521, 0.9192351698875427
allen-cahn, 20, 2, 3, 3, 0.1086411327123642, 0.9103782773017883
allen-cahn, 20, 2, 3, 4, 0.2851429581642151, 0.9327755570411682
allen-cahn, 20, 2, 3, 5, 0.4940474331378937, 0.9682876467704773
allen-cahn, 20, 4, 3, 1, 0.010083669796586037, 0.9292635321617126
allen-cahn, 20, 4, 3, 2, 0.0435936339199543, 0.909321665763855
allen-cahn, 20, 4, 3, 3, 0.013286963105201721, 0.8717911243438721
allen-cahn, 20, 4, 3, 4, 0.008268995210528374, 0.8920274376869202
allen-cahn, 20, 4, 3, 5, 0.013828330673277378, 0.921729326248169
allen-cahn, 20, 8, 3, 1, 0.004283933900296688, 0.8608047962188721
allen-cahn, 20, 8, 3, 2, 0.00022245926083996892, 0.09741605818271637
allen-cahn, 20, 8, 3, 3, 0.007908196188509464, 0.848495364189148
allen-cahn, 20, 8, 3, 4, 0.10747131705284119, 0.8899999856948853
allen-cahn, 20, 8, 3, 5, 0.0033513905946165323, 0.8397283554077148
allen-cahn, 20, 16, 3, 1, 0.003388175740838051, 0.11854563653469086
allen-cahn, 20, 16, 3, 2, 0.0005005898419767618, 0.20384806394577026
allen-cahn, 20, 16, 3, 3, 0.01842300221323967, 0.4945862889289856
allen-cahn, 20, 16, 3, 4, 0.012184730730950832, 0.39564648270606995
allen-cahn, 20, 16, 3, 5, 0.0002760736388154328, 0.24528443813323975
allen-cahn, 20, 32, 3, 1, 0.01856614090502262, 0.8427380323410034
allen-cahn, 20, 32, 3, 2, 0.034502703696489334, 0.8208465576171875
allen-cahn, 20, 32, 3, 3, 0.033040329813957214, 0.8364397883415222
allen-cahn, 20, 32, 3, 4, 0.0024757746141403913, 0.69753497838974
allen-cahn, 20, 32, 3, 5, 0.09542256593704224, 0.8135901093482971
allen-cahn, 20, 64, 3, 1, 0.24993762373924255, 0.7909995317459106
allen-cahn, 20, 64, 3, 2, 0.0055510238744318485, 0.5407915711402893
allen-cahn, 20, 64, 3, 3, 1.2906492948532104, 0.9586685299873352
allen-cahn, 20, 64, 3, 4, 0.2897450625896454, 0.7499061226844788
allen-cahn, 20, 64, 3, 5, 0.012611324898898602, 0.5175830125808716
allen-cahn, 20, 2, 4, 1, 0.4679776728153229, 0.9541711807250977
allen-cahn, 20, 2, 4, 2, 0.8988176584243774, 0.9609954953193665
allen-cahn, 20, 2, 4, 3, 0.2789197564125061, 0.9263924956321716
allen-cahn, 20, 2, 4, 4, 0.08704736828804016, 0.8908475041389465
allen-cahn, 20, 2, 4, 5, 0.07631794363260269, 0.9549500346183777
allen-cahn, 20, 4, 4, 1, 0.017880652099847794, 0.8446074724197388
allen-cahn, 20, 4, 4, 2, 0.01357506774365902, 0.8449861407279968
allen-cahn, 20, 4, 4, 3, 0.042536694556474686, 0.8448911309242249
allen-cahn, 20, 4, 4, 4, 0.2551535964012146, 0.8746565580368042
allen-cahn, 20, 4, 4, 5, 0.040103547275066376, 0.8216500878334045
allen-cahn, 20, 8, 4, 1, 0.22099345922470093, 0.8593747615814209
allen-cahn, 20, 8, 4, 2, 0.020427878946065903, 0.8374102711677551
allen-cahn, 20, 8, 4, 3, 0.00313120661303401, 0.8437902331352234
allen-cahn, 20, 8, 4, 4, 0.012279408983886242, 0.5500397682189941
allen-cahn, 20, 8, 4, 5, 0.04493076726794243, 0.8770596385002136
allen-cahn, 20, 16, 4, 1, 0.21510550379753113, 0.9454391598701477
allen-cahn, 20, 16, 4, 2, 0.1008819043636322, 0.8351184725761414
allen-cahn, 20, 16, 4, 3, 0.020213745534420013, 0.9206122159957886
allen-cahn, 20, 16, 4, 4, 0.007360788062214851, 0.8171736598014832
allen-cahn, 20, 16, 4, 5, 0.8252899646759033, 0.9560621976852417
allen-cahn, 20, 32, 4, 1, 0.25785988569259644, 0.8891355395317078
allen-cahn, 20, 32, 4, 2, 0.13950634002685547, 0.8288693428039551
allen-cahn, 20, 32, 4, 3, 0.007332695182412863, 0.7824223637580872
allen-cahn, 20, 32, 4, 4, 1.2344093322753906, 0.9046503305435181
allen-cahn, 20, 32, 4, 5, 0.012192278169095516, 0.7725687623023987
allen-cahn, 20, 64, 4, 1, 0.19713419675827026, 0.8582054972648621
