pde, G, width, depth, run, loss, l2
allen-cahn, 10, 8, 2, 5, 1.6199822425842285, 0.9280855655670166
allen-cahn, 10, 16, 2, 1, 0.2779726982116699, 0.7280147671699524
allen-cahn, 10, 16, 2, 2, 0.8155499696731567, 0.9355972409248352
allen-cahn, 10, 16, 2, 3, 3.849074363708496, 0.9479840397834778
allen-cahn, 10, 16, 2, 4, 9.219632148742676, 0.9745447039604187
allen-cahn, 10, 16, 2, 5, 7.259620666503906, 0.9632635116577148
allen-cahn, 10, 32, 2, 1, 0.08290848881006241, 0.8982423543930054
allen-cahn, 10, 32, 2, 2, 0.08100171387195587, 0.8527283668518066
allen-cahn, 10, 32, 2, 3, 0.33266395330429077, 0.9049405455589294
allen-cahn, 10, 32, 2, 4, 0.054109811782836914, 0.9186140894889832
allen-cahn, 10, 32, 2, 5, 0.16945429146289825, 0.9392886757850647
allen-cahn, 10, 64, 2, 1, 0.049692340195178986, 0.8656653165817261
allen-cahn, 10, 64, 2, 2, 0.05736439675092697, 0.8730413317680359
allen-cahn, 10, 64, 2, 3, 0.06788399815559387, 0.8113453984260559
allen-cahn, 10, 64, 2, 4, 0.06950528919696808, 0.9216198921203613
allen-cahn, 10, 64, 2, 5, 0.03593924641609192, 0.8864449262619019
allen-cahn, 10, 2, 3, 1, 19.5211238861084, 1.4329336881637573
allen-cahn, 10, 2, 3, 2, 19.35602378845215, 1.4268686771392822
allen-cahn, 10, 2, 3, 3, 53.347328186035156, 0.9546307921409607
allen-cahn, 10, 2, 3, 4, 18.806196212768555, 1.420939326286316
allen-cahn, 10, 2, 3, 5, 19.877445220947266, 1.4397066831588745
allen-cahn, 10, 4, 3, 1, 18.764684677124023, 1.4045698642730713
allen-cahn, 10, 4, 3, 2, 19.36311912536621, 1.4213124513626099
allen-cahn, 10, 4, 3, 3, 19.181570053100586, 1.437330961227417
allen-cahn, 10, 4, 3, 4, 59.599639892578125, 0.9606773257255554
allen-cahn, 10, 4, 3, 5, 19.38745880126953, 1.4277504682540894
allen-cahn, 10, 8, 3, 1, 12.22560977935791, 1.422882318496704
allen-cahn, 10, 8, 3, 2, 14.882686614990234, 1.4033204317092896
allen-cahn, 10, 8, 3, 3, 11.75825023651123, 1.4178489446640015
allen-cahn, 10, 8, 3, 4, 18.917749404907227, 1.415269136428833
allen-cahn, 10, 8, 3, 5, 17.727020263671875, 1.4030715227127075
allen-cahn, 10, 16, 3, 1, 2.962069272994995, 1.117929220199585
allen-cahn, 10, 16, 3, 2, 3.4578702449798584, 1.1549152135849
allen-cahn, 10, 16, 3, 3, 2.6296496391296387, 1.1296720504760742
allen-cahn, 10, 16, 3, 4, 5.731325149536133, 1.1392157077789307
allen-cahn, 10, 16, 3, 5, 2.746644973754883, 1.159637212753296
allen-cahn, 10, 32, 3, 1, 0.5346474051475525, 1.129028558731079
allen-cahn, 10, 32, 3, 2, 0.5270143747329712, 1.1639012098312378
allen-cahn, 10, 32, 3, 3, 0.49042361974716187, 1.0794442892074585
allen-cahn, 10, 32, 3, 4, 0.6504133939743042, 1.1759732961654663
allen-cahn, 10, 32, 3, 5, 0.6448467969894409, 1.1726429462432861
allen-cahn, 10, 64, 3, 1, 0.23604349792003632, 1.0914617776870728
allen-cahn, 10, 64, 3, 2, 0.2713739573955536, 1.0791558027267456
allen-cahn, 10, 64, 3, 3, 0.2128455489873886, 1.050162672996521
allen-cahn, 10, 64, 3, 4, 0.200809508562088, 1.0885180234909058
allen-cahn, 10, 64, 3, 5, 0.19494977593421936, 1.0770963430404663
allen-cahn, 10, 2, 4, 1, 19.070388793945312, 1.3549836874008179
allen-cahn, 10, 2, 4, 2, 16.408687591552734, 1.3414936065673828
allen-cahn, 10, 2, 4, 3, 18.88825225830078, 1.411865234375
allen-cahn, 10, 2, 4, 4, 17.433454513549805, 1.346351981163025
allen-cahn, 10, 2, 4, 5, 19.31412124633789, 1.42055082321167
allen-cahn, 10, 4, 4, 1, 18.304481506347656, 1.3695789575576782
allen-cahn, 10, 4, 4, 2, 19.05708122253418, 1.4166613817214966
allen-cahn, 10, 4, 4, 3, 17.2018985748291, 1.3278518915176392
allen-cahn, 10, 4, 4, 4, 24.57895851135254, 0.9555709362030029
allen-cahn, 10, 4, 4, 5, 28.93292999267578, 0.9539627432823181
allen-cahn, 10, 8, 4, 1, 19.029071807861328, 1.4041489362716675
allen-cahn, 10, 8, 4, 2, 18.9559326171875, 1.4023975133895874
allen-cahn, 10, 8, 4, 3, 19.121267318725586, 1.3884414434432983
allen-cahn, 10, 8, 4, 4, 18.521331787109375, 1.3649412393569946
allen-cahn, 10, 8, 4, 5, 18.22428321838379, 1.362496256828308
allen-cahn, 10, 16, 4, 1, 9.832319259643555, 1.1081514358520508
allen-cahn, 10, 16, 4, 2, 9.66735553741455, 1.1146376132965088
allen-cahn, 10, 16, 4, 3, 9.422059059143066, 1.0974853038787842
allen-cahn, 10, 16, 4, 4, 7.248683452606201, 1.132262110710144
allen-cahn, 10, 16, 4, 5, 9.268428802490234, 1.1136741638183594
allen-cahn, 10, 32, 4, 1, 5.393022060394287, 1.1490105390548706
allen-cahn, 10, 32, 4, 2, 4.597041130065918, 1.1145782470703125
allen-cahn, 10, 32, 4, 3, 6.475905895233154, 1.0878098011016846
allen-cahn, 10, 32, 4, 4, 6.173492431640625, 1.133423924446106
allen-cahn, 10, 32, 4, 5, 8.501975059509277, 1.1568394899368286
allen-cahn, 10, 64, 4, 1, 2.0697546005249023, 1.1421103477478027
allen-cahn, 10, 64, 4, 2, 3.213228225708008, 1.1542723178863525
allen-cahn, 10, 64, 4, 3, 2.0169641971588135, 1.1452361345291138
allen-cahn, 10, 64, 4, 4, 5.896613121032715, 1.0894843339920044
allen-cahn, 10, 64, 4, 5, 1.3600308895111084, 1.1325994729995728
allen-cahn, 20, 2, 1, 1, 2.1326475143432617, 0.9639679789543152
allen-cahn, 20, 2, 1, 2, 2.1197123527526855, 0.9360305070877075
allen-cahn, 20, 2, 1, 3, 13.212237358093262, 1.384705901145935
allen-cahn, 20, 2, 1, 4, 2.4573347568511963, 0.9949923157691956
allen-cahn, 20, 2, 1, 5, 0.16375505924224854, 1.18894362449646
allen-cahn, 20, 4, 1, 1, 0.9860279560089111, 0.8916451334953308
allen-cahn, 20, 4, 1, 2, 1.8191429376602173, 0.9919130206108093
allen-cahn, 20, 4, 1, 3, 2.132185220718384, 0.9576743841171265
allen-cahn, 20, 4, 1, 4, 1.8729431629180908, 1.0269248485565186
allen-cahn, 20, 4, 1, 5, 2.4131669998168945, 0.9546487927436829
allen-cahn, 20, 8, 1, 1, 1.1772758960723877, 0.9439712166786194
allen-cahn, 20, 8, 1, 2, 2.1003527641296387, 0.9249876737594604
allen-cahn, 20, 8, 1, 3, 0.7040541172027588, 0.8763887882232666
allen-cahn, 20, 8, 1, 4, 0.03655918315052986, 1.0053006410598755
allen-cahn, 20, 8, 1, 5, 1.0885881185531616, 0.9040976166725159
allen-cahn, 20, 16, 1, 1, 0.973224401473999, 0.8921199440956116
allen-cahn, 20, 16, 1, 2, 0.16095241904258728, 1.0510560274124146
allen-cahn, 20, 16, 1, 3, 1.4121594429016113, 0.9608134627342224
allen-cahn, 20, 16, 1, 4, 0.3590396046638489, 0.6841204762458801
allen-cahn, 20, 16, 1, 5, 0.051093339920043945, 1.0357096195220947
allen-cahn, 20, 32, 1, 1, 0.10044935345649719, 1.1121798753738403
allen-cahn, 20, 32, 1, 2, 0.3182036578655243, 1.307599663734436
allen-cahn, 20, 32, 1, 3, 0.21379788219928741, 0.9010345339775085
allen-cahn, 20, 32, 1, 4, 0.20131242275238037, 0.9361374378204346
allen-cahn, 20, 32, 1, 5, 0.4120909869670868, 0.7876885533332825
allen-cahn, 20, 64, 1, 1, 0.32091668248176575, 0.8069113492965698
allen-cahn, 20, 64, 1, 2, 0.6583136916160583, 0.7922208905220032
allen-cahn, 20, 64, 1, 3, 0.046157483011484146, 0.8100038170814514
allen-cahn, 20, 64, 1, 4, 0.44226697087287903, 0.8319917917251587
allen-cahn, 20, 64, 1, 5, 0.6797463893890381, 0.8601114749908447
allen-cahn, 20, 2, 2, 1, 22.124767303466797, 1.3827579021453857
allen-cahn, 20, 2, 2, 2, 19.037656784057617, 1.4334909915924072
allen-cahn, 20, 2, 2, 3, 17.466632843017578, 1.372711181640625
allen-cahn, 20, 2, 2, 4, 19.56977653503418, 1.3627643585205078
allen-cahn, 20, 2, 2, 5, 18.522422790527344, 1.4277327060699463
allen-cahn, 20, 4, 2, 1, 19.519775390625, 1.3904422521591187
allen-cahn, 20, 4, 2, 2, 19.448993682861328, 1.3798367977142334
allen-cahn, 20, 4, 2, 3, 18.500452041625977, 1.3761417865753174
allen-cahn, 20, 4, 2, 4, 19.952495574951172, 1.3695738315582275
allen-cahn, 20, 4, 2, 5, 19.071001052856445, 1.3763511180877686
allen-cahn, 20, 8, 2, 1, 56.43012237548828, 0.9545992016792297
allen-cahn, 20, 8, 2, 2, 57.08275604248047, 0.9558098316192627
allen-cahn, 20, 8, 2, 3, 45.297027587890625, 0.951806902885437
allen-cahn, 20, 8, 2, 4, 49.354454040527344, 0.9511358737945557
allen-cahn, 20, 8, 2, 5, 17.488935470581055, 1.4161970615386963
allen-cahn, 20, 16, 2, 1, 9.87086296081543, 1.1665245294570923
allen-cahn, 20, 16, 2, 2, 10.295055389404297, 1.1930315494537354
allen-cahn, 20, 16, 2, 3, 6.027795314788818, 1.184279441833496
allen-cahn, 20, 16, 2, 4, 6.873668193817139, 1.1870805025100708
allen-cahn, 20, 16, 2, 5, 5.962965965270996, 1.1794041395187378
allen-cahn, 20, 32, 2, 1, 2.5366344451904297, 1.1957951784133911
allen-cahn, 20, 32, 2, 2, 3.944937229156494, 1.192903757095337
allen-cahn, 20, 32, 2, 3, 4.343263149261475, 1.1876726150512695
allen-cahn, 20, 32, 2, 4, 3.3340907096862793, 1.2111941576004028
allen-cahn, 20, 32, 2, 5, 4.744993209838867, 1.2311575412750244
allen-cahn, 20, 64, 2, 1, 1.761194109916687, 1.1653791666030884
allen-cahn, 20, 64, 2, 2, 1.6951020956039429, 1.1311092376708984
allen-cahn, 20, 64, 2, 3, 2.019807815551758, 1.2552123069763184
allen-cahn, 20, 64, 2, 4, 1.9398986101150513, 1.2590107917785645
allen-cahn, 20, 64, 2, 5, 2.1517369747161865, 1.1402922868728638
allen-cahn, 20, 2, 3, 1, 495.2048034667969, 1.3586528301239014
allen-cahn, 20, 2, 3, 2, 153.01853942871094, 1.3422188758850098
allen-cahn, 20, 2, 3, 3, 108.58853149414062, 1.192074179649353
allen-cahn, 20, 2, 3, 4, 157.66197204589844, 1.3241889476776123
allen-cahn, 20, 2, 3, 5, 581.2264404296875, 1.103886365890503
allen-cahn, 20, 4, 3, 1, 325.8951110839844, 1.1912091970443726
allen-cahn, 20, 4, 3, 2, 229.49697875976562, 1.2346460819244385
allen-cahn, 20, 4, 3, 3, 67.48197174072266, 1.3751589059829712
allen-cahn, 20, 4, 3, 4, 75.97444152832031, 1.2629042863845825
allen-cahn, 20, 4, 3, 5, 153.068359375, 1.2208665609359741
allen-cahn, 20, 8, 3, 1, 120.4176025390625, 1.3726016283035278
allen-cahn, 20, 8, 3, 2, 99.29206085205078, 1.3108900785446167
allen-cahn, 20, 8, 3, 3, 91.15518951416016, 1.28062903881073
allen-cahn, 20, 8, 3, 4, 151.80409240722656, 1.3334479331970215
allen-cahn, 20, 8, 3, 5, 298.4648742675781, 1.330381989479065
allen-cahn, 20, 16, 3, 1, 188.55738830566406, 1.1304636001586914
allen-cahn, 20, 16, 3, 2, 198.72698974609375, 1.1184029579162598
allen-cahn, 20, 16, 3, 3, 66.14473724365234, 1.1164544820785522
allen-cahn, 20, 16, 3, 4, 213.08111572265625, 1.1211376190185547
allen-cahn, 20, 16, 3, 5, 204.60650634765625, 1.135622262954712
allen-cahn, 20, 32, 3, 1, 95.40010070800781, 1.2044763565063477
allen-cahn, 20, 32, 3, 2, 110.74190521240234, 1.1620807647705078
allen-cahn, 20, 32, 3, 3, 99.74510192871094, 1.1272097826004028
allen-cahn, 20, 32, 3, 4, 60.94025421142578, 1.145698070526123
allen-cahn, 20, 32, 3, 5, 91.19294738769531, 1.1603659391403198
allen-cahn, 20, 64, 3, 1, 119.01229095458984, 1.1340413093566895
allen-cahn, 20, 64, 3, 2, 99.1146469116211, 1.1266767978668213
allen-cahn, 20, 64, 3, 3, 99.80030059814453, 1.1400117874145508
allen-cahn, 20, 64, 3, 4, 107.80486297607422, 1.1404783725738525
allen-cahn, 20, 64, 3, 5, 114.76599884033203, 1.121520757675171
allen-cahn, 20, 2, 4, 1, 3397452.25, 1.153012990951538
allen-cahn, 20, 2, 4, 2, 6871286.5, 1.003713846206665
allen-cahn, 20, 2, 4, 3, 3549712.25, 0.9670937657356262
allen-cahn, 20, 2, 4, 4, 77840248.0, 0.9889400601387024
allen-cahn, 20, 2, 4, 5, 21540570.0, 0.9910304546356201
allen-cahn, 20, 4, 4, 1, 3544291.25, 1.026658058166504
allen-cahn, 20, 4, 4, 2, 2765653.5, 1.2488360404968262
allen-cahn, 20, 4, 4, 3, 1637308.75, 1.0166577100753784
allen-cahn, 20, 4, 4, 4, 2096199.375, 0.9700285792350769
allen-cahn, 20, 4, 4, 5, 1167329.75, 0.9833499789237976
allen-cahn, 20, 8, 4, 1, 1061626.0, 0.9637959003448486
allen-cahn, 20, 8, 4, 2, 1766776.0, 0.9856095910072327
allen-cahn, 20, 8, 4, 3, 614692.5, 1.0366899967193604
allen-cahn, 20, 8, 4, 4, 1328925.875, 0.9738257527351379
allen-cahn, 20, 8, 4, 5, 1215942.125, 0.9999845027923584
allen-cahn, 20, 16, 4, 1, 284209.03125, 1.0352412462234497
allen-cahn, 20, 16, 4, 2, 223321.015625, 1.0621846914291382
allen-cahn, 20, 16, 4, 3, 392664.84375, 1.0140292644500732
allen-cahn, 20, 16, 4, 4, 153061.53125, 1.0840752124786377
allen-cahn, 20, 16, 4, 5, 417880.9375, 0.9830771088600159
allen-cahn, 20, 32, 4, 1, 39388.37890625, 1.0066572427749634
allen-cahn, 20, 32, 4, 2, 35294.02734375, 1.006308913230896
allen-cahn, 20, 32, 4, 3, 156327.71875, 1.0538444519042969
allen-cahn, 20, 32, 4, 4, 39162.4140625, 1.0979100465774536
allen-cahn, 20, 32, 4, 5, 109475.5078125, 1.024675726890564
allen-cahn, 20, 64, 4, 1, 23671.83984375, 0.982531726360321
allen-cahn, 20, 64, 4, 2, 62021.3515625, 0.9898435473442078
allen-cahn, 20, 64, 4, 3, 28547.447265625, 0.9849172830581665
allen-cahn, 20, 64, 4, 4, 77457.0703125, 1.0092511177062988
allen-cahn, 20, 64, 4, 5, 45399.765625, 0.9669063687324524
burgers, 5, 2, 1, 1, 2.4753479957580566, 0.4955337345600128
burgers, 5, 2, 1, 2, 2.3231041431427, 0.49474743008613586
burgers, 5, 2, 1, 3, 2.150151014328003, 0.4625641107559204
burgers, 5, 2, 1, 4, 2.3102078437805176, 0.47535860538482666
